ano,mes_num,mes_nome,segmento,tipo_venda,rank,modelo,quantidade_mes
2022,1,Janeiro,Autos,Total,2,GM/ONIX,5205
2022,1,Janeiro,Autos,Total,3,JEEP/RENEGADE,4999
2022,1,Janeiro,Autos,Total,1,FIAT/STRADA,6716
2022,1,Janeiro,Autos,Total,4,JEEP/COMPASS,4905
2022,1,Janeiro,Autos,Total,2,FIAT/TORO,3293
2022,1,Janeiro,Autos,Total,5,HYUNDAI/CRETA,4175
2022,1,Janeiro,Autos,Total,3,TOYOTA/HILUX,2912
2022,1,Janeiro,Autos,Total,6,VW/T CROSS,3761
2022,1,Janeiro,Autos,Total,4,RENAULT/OROCH,1447
2022,1,Janeiro,Autos,Total,7,VW/GOL,3435
2022,1,Janeiro,Autos,Total,5,FIAT/FIORINO,1343
2022,1,Janeiro,Autos,Total,8,GM/ONIX PLUS,3431
2022,1,Janeiro,Autos,Total,6,FORD/RANGER,1221
2022,1,Janeiro,Autos,Total,9,FIAT/PULSE,3192
2022,1,Janeiro,Autos,Total,7,VW/SAVEIRO,1180
2022,1,Janeiro,Autos,Total,10,RENAULT/KWID,3180
2022,1,Janeiro,Autos,Total,8,VW/AMAROK,954
2022,1,Janeiro,Autos,Total,11,FIAT/ARGO,2676
2022,1,Janeiro,Autos,Total,9,NISSAN/FRONTIER,950
2022,1,Janeiro,Autos,Total,12,FIAT/MOBI,2528
2022,1,Janeiro,Autos,Total,10,MITSUBISHI/L200,826
2022,1,Janeiro,Autos,Total,13,TOYOTA/COROLLA CROSS,2478
2022,1,Janeiro,Autos,Total,11,GM/S10,739
2022,1,Janeiro,Autos,Total,14,HYUNDAI/HB20S,2391
2022,1,Janeiro,Autos,Total,12,RENAULT/MASTER,623
2022,1,Janeiro,Autos,Total,15,GM/TRACKER,2376
2022,1,Janeiro,Autos,Total,13,FIAT/DUCATO,452
2022,1,Janeiro,Autos,Total,16,CITROEN/C4 CACTUS,2283
2022,1,Janeiro,Autos,Total,14,PEUGEOT/EXPERT,398
2022,1,Janeiro,Autos,Total,17,TOYOTA/COROLLA,2142
2022,1,Janeiro,Autos,Total,15,RAM/2500,252
2022,1,Janeiro,Autos,Total,18,PEUGEOT/208,1989
2022,1,Janeiro,Autos,Total,16,CITROEN/JUMPY,198
2022,1,Janeiro,Autos,Total,19,HONDA/HR-V,1792
2022,1,Janeiro,Autos,Total,17,VW/MAN/EXPRESS,172
2022,1,Janeiro,Autos,Total,20,FIAT/CRONOS,1732
2022,1,Janeiro,Autos,Total,18,KIA/K2500,151
2022,1,Janeiro,Autos,Total,21,NISSAN/KICKS,1682
2022,1,Janeiro,Autos,Total,19,IVECO/DAILY 35-150,149
2022,1,Janeiro,Autos,Total,22,PEUGEOT/2008,1631
2022,1,Janeiro,Autos,Total,20,HYUNDAI/HR,112
2022,1,Janeiro,Autos,Total,23,RENAULT/DUSTER,1445
2022,1,Janeiro,Autos,Total,21,IVECO/DAILY 30-130,63
2022,1,Janeiro,Autos,Total,24,JEEP/COMMANDER,1437
2022,1,Janeiro,Autos,Total,22,M.BENZ/SPRINTER 416,4
2022,1,Janeiro,Autos,Total,25,VW/NIVUS,1384
2022,1,Janeiro,Autos,Total,23,PEUGEOT/PARTNER,39
2022,1,Janeiro,Autos,Total,26,HONDA/CIVIC,1133
2022,1,Janeiro,Autos,Total,24,M.BENZ/SPRINTER 314,32
2022,1,Janeiro,Autos,Total,27,CAOA CHERY/TIGGO 3X,1023
2022,1,Janeiro,Autos,Total,25,EFFA/V21,29
2022,1,Janeiro,Autos,Total,28,HONDA/CITY,1011
2022,1,Janeiro,Autos,Total,26,IVECO/DAILY,13
2022,1,Janeiro,Autos,Total,29,TOYOTA/YARIS HB,955
2022,1,Janeiro,Autos,Total,27,M.BENZ/SPRINTER,13
2022,1,Janeiro,Autos,Total,30,VW/TAOS,946
2022,1,Janeiro,Autos,Total,28,PEUGEOT/BOXER,13
2022,1,Janeiro,Autos,Total,31,TOYOTA/HILUX SW4,889
2022,1,Janeiro,Autos,Total,29,EFFA/V22,12
2022,1,Janeiro,Autos,Total,32,NISSAN/VERSA,796
2022,1,Janeiro,Autos,Total,30,FIAT/DOBLO,1
2022,1,Janeiro,Autos,Total,33,CAOA CHERY/TIGGO 8,670
2022,1,Janeiro,Autos,Total,31,CITROEN/JUMPER,6
2022,1,Janeiro,Autos,Total,34,FIAT/SIENA,666
2022,1,Janeiro,Autos,Total,32,EFFA/V25,5
2022,1,Janeiro,Autos,Total,35,FIAT/UNO,622
2022,1,Janeiro,Autos,Total,33,RAM/1500,3
2022,1,Janeiro,Autos,Total,36,VW/VIRTUS,612
2022,1,Janeiro,Autos,Total,34,GM/MONTANA,2
2022,1,Janeiro,Autos,Total,37,RENAULT/LOGAN,607
2022,1,Janeiro,Autos,Total,35,TOYOTA/BANDEIRANTE,2
2022,1,Janeiro,Autos,Total,38,RENAULT/SANDERO,607
2022,1,Janeiro,Autos,Total,36,EFFA/K01,2
2022,1,Janeiro,Autos,Total,39,HONDA/WR-V,600
2022,1,Janeiro,Autos,Total,37,JAC/V260,2
2022,1,Janeiro,Autos,Total,40,CAOA CHERY/TIGGO 5X,598
2022,1,Janeiro,Autos,Total,38,FORD/F150,1
2022,1,Janeiro,Autos,Total,41,TOYOTA/YARIS SEDAN,593
2022,1,Janeiro,Autos,Total,39,FORD/F250,1
2022,1,Janeiro,Autos,Total,42,RENAULT/CAPTUR,567
2022,1,Janeiro,Autos,Total,40,FORD/RANCHERO,1
2022,1,Janeiro,Autos,Total,43,GM/SPIN,513
2022,1,Janeiro,Autos,Total,41,GM/SILVERADO,1
2022,1,Janeiro,Autos,Total,44,CAOA CHERY/TIGGO 7,512
2022,1,Janeiro,Autos,Total,42,OPEL/OPEL,1
2022,1,Janeiro,Autos,Total,45,VW/VOYAGE,479
2022,1,Janeiro,Autos,Total,43,MAHINDRA/MAHINDRA,1
2022,1,Janeiro,Autos,Total,46,GM/CRUZE SEDAN,458
2022,1,Janeiro,Autos,Total,44,FOTON/AUMARK 1039,1
2022,1,Janeiro,Autos,Total,47,GM/TRAILBLAZER,347
2022,1,Janeiro,Autos,Total,45,FOTON/AUMARK 3.5-14DT,1
2022,1,Janeiro,Autos,Total,48,CAOA CHERY/ARRIZO 6,270
2022,1,Janeiro,Autos,Total,49,BMW/320I,259
2022,1,Janeiro,Autos,Total,50,VW/POLO,253
2022,1,Janeiro,Autos,Direta,1,JEEP/RENEGADE,3622
2022,1,Janeiro,Com. Leves,Direta,1,FIAT/STRADA,4551
2022,1,Janeiro,Autos,Direta,2,JEEP/COMPASS,3549
2022,1,Janeiro,Com. Leves,Direta,2,FIAT/TORO,1428
2022,1,Janeiro,Autos,Direta,3,HYUNDAI/HB20,2164
2022,1,Janeiro,Com. Leves,Direta,3,RENAULT/OROCH,1263
2022,1,Janeiro,Autos,Direta,4,CITROEN/C4 CACTUS,2087
2022,1,Janeiro,Com. Leves,Direta,4,VW/SAVEIRO,1131
2022,1,Janeiro,Autos,Direta,5,GM/ONIX,2057
2022,1,Janeiro,Com. Leves,Direta,5,FIAT/FIORINO,885
2022,1,Janeiro,Autos,Direta,6,VW/GOL,1736
2022,1,Janeiro,Com. Leves,Direta,6,TOYOTA/HILUX,871
2022,1,Janeiro,Autos,Direta,7,PEUGEOT/208,1695
2022,1,Janeiro,Com. Leves,Direta,7,FORD/RANGER,634
2022,1,Janeiro,Autos,Direta,8,PEUGEOT/2008,1584
2022,1,Janeiro,Com. Leves,Direta,8,GM/S10,587
2022,1,Janeiro,Autos,Direta,9,VW/T CROSS,1160
2022,1,Janeiro,Com. Leves,Direta,9,NISSAN/FRONTIER,528
2022,1,Janeiro,Autos,Direta,10,HYUNDAI/HB20S,1140
2022,1,Janeiro,Com. Leves,Direta,10,VW/AMAROK,421
2022,1,Janeiro,Autos,Direta,11,JEEP/COMMANDER,1060
2022,1,Janeiro,Com. Leves,Direta,11,RENAULT/MASTER,377
2022,1,Janeiro,Autos,Direta,12,FIAT/CRONOS,873
2022,1,Janeiro,Com. Leves,Direta,12,FIAT/DUCATO,364
2022,1,Janeiro,Autos,Direta,13,GM/ONIX PLUS,861
2022,1,Janeiro,Com. Leves,Direta,13,MITSUBISHI/L200,334
2022,1,Janeiro,Autos,Direta,14,RENAULT/KWID,782
2022,1,Janeiro,Com. Leves,Direta,14,RAM/2500,250
2022,1,Janeiro,Autos,Direta,15,GM/TRACKER,662
2022,1,Janeiro,Com. Leves,Direta,15,PEUGEOT/EXPERT,214
2022,1,Janeiro,Autos,Direta,16,CAOA CHERY/TIGGO 3X,637
2022,1,Janeiro,Com. Leves,Direta,16,CITROEN/JUMPY,46
2022,1,Janeiro,Autos,Direta,17,TOYOTA/COROLLA,624
2022,1,Janeiro,Com. Leves,Direta,17,VW/MAN/EXPRESS,43
2022,1,Janeiro,Autos,Direta,18,RENAULT/DUSTER,594
2022,1,Janeiro,Com. Leves,Direta,18,PEUGEOT/PARTNER,25
2022,1,Janeiro,Autos,Direta,19,RENAULT/LOGAN,577
2022,1,Janeiro,Com. Leves,Direta,19,IVECO/DAILY 35-150,24
2022,1,Janeiro,Autos,Direta,20,FIAT/UNO,559
2022,1,Janeiro,Com. Leves,Direta,20,HYUNDAI/HR,2
2022,1,Janeiro,Autos,Direta,21,VW/VIRTUS,507
2022,1,Janeiro,Com. Leves,Direta,21,FIAT/DOBLO,10
2022,1,Janeiro,Autos,Direta,22,RENAULT/SANDERO,452
2022,1,Janeiro,Com. Leves,Direta,22,IVECO/DAILY 30-130,7
2022,1,Janeiro,Autos,Direta,23,TOYOTA/COROLLA CROSS,384
2022,1,Janeiro,Com. Leves,Direta,23,RAM/1500,3
2022,1,Janeiro,Autos,Direta,24,GM/SPIN,378
2022,1,Janeiro,Com. Leves,Direta,24,GM/MONTANA,2
2022,1,Janeiro,Autos,Direta,25,FIAT/ARGO,335
2022,1,Janeiro,Com. Leves,Direta,25,CITROEN/JUMPER,1
2022,1,Janeiro,Autos,Direta,26,VW/VOYAGE,331
2022,1,Janeiro,Autos,Direta,27,GM/TRAILBLAZER,313
2022,1,Janeiro,Autos,Direta,28,VW/NIVUS,310
2022,1,Janeiro,Autos,Direta,29,NISSAN/KICKS,309
2022,1,Janeiro,Autos,Direta,30,TOYOTA/YARIS SEDAN,302
2022,1,Janeiro,Autos,Direta,31,FIAT/SIENA,287
2022,1,Janeiro,Autos,Direta,32,TOYOTA/YARIS HB,284
2022,1,Janeiro,Autos,Direta,33,FIAT/MOBI,259
2022,1,Janeiro,Autos,Direta,34,RENAULT/CAPTUR,253
2022,1,Janeiro,Autos,Direta,35,HONDA/CITY,251
2022,1,Janeiro,Autos,Direta,36,CAOA CHERY/TIGGO 8,241
2022,1,Janeiro,Autos,Direta,37,VOLVO/XC40,219
2022,1,Janeiro,Autos,Direta,38,VOLVO/XC60,198
2022,1,Janeiro,Autos,Direta,39,HYUNDAI/TUCSON,181
2022,1,Janeiro,Autos,Direta,40,FIAT/PULSE,169
2022,1,Janeiro,Autos,Direta,41,AUDI/Q5,153
2022,1,Janeiro,Autos,Direta,42,VW/TAOS,140
2022,1,Janeiro,Autos,Direta,43,HYUNDAI/CRETA,138
2022,1,Janeiro,Autos,Direta,44,CAOA CHERY/ARRIZO 6,132
2022,1,Janeiro,Autos,Direta,45,VW/POLO,112
2022,1,Janeiro,Autos,Direta,46,NISSAN/VERSA,94
2022,1,Janeiro,Autos,Direta,47,CAOA CHERY/TIGGO 5X,92
2022,1,Janeiro,Autos,Direta,48,SUBARU/XV,76
2022,1,Janeiro,Autos,Direta,49,FORD/TERRITORY,74
2022,1,Janeiro,Autos,Direta,50,HONDA/HR-V,74
2022,1,Janeiro,Autos,Varejo,1,HYUNDAI/CRETA,4037
2022,1,Janeiro,Com. Leves,Varejo,1,FIAT/STRADA,2165
2022,1,Janeiro,Autos,Varejo,2,HYUNDAI/HB20,3470
2022,1,Janeiro,Com. Leves,Varejo,2,TOYOTA/HILUX,2041
2022,1,Janeiro,Autos,Varejo,3,GM/ONIX,3148
2022,1,Janeiro,Com. Leves,Varejo,3,FIAT/TORO,1865
2022,1,Janeiro,Autos,Varejo,4,FIAT/PULSE,3023
2022,1,Janeiro,Com. Leves,Varejo,4,FORD/RANGER,587
2022,1,Janeiro,Autos,Varejo,5,VW/T CROSS,2601
2022,1,Janeiro,Com. Leves,Varejo,5,VW/AMAROK,533
2022,1,Janeiro,Autos,Varejo,6,GM/ONIX PLUS,2570
2022,1,Janeiro,Com. Leves,Varejo,6,MITSUBISHI/L200,492
2022,1,Janeiro,Autos,Varejo,7,RENAULT/KWID,2398
2022,1,Janeiro,Com. Leves,Varejo,7,FIAT/FIORINO,458
2022,1,Janeiro,Autos,Varejo,8,FIAT/ARGO,2341
2022,1,Janeiro,Com. Leves,Varejo,8,NISSAN/FRONTIER,422
2022,1,Janeiro,Autos,Varejo,9,FIAT/MOBI,2269
2022,1,Janeiro,Com. Leves,Varejo,9,RENAULT/MASTER,246
2022,1,Janeiro,Autos,Varejo,10,TOYOTA/COROLLA CROSS,2094
2022,1,Janeiro,Com. Leves,Varejo,10,PEUGEOT/EXPERT,184
2022,1,Janeiro,Autos,Varejo,11,HONDA/HR-V,1718
2022,1,Janeiro,Com. Leves,Varejo,11,RENAULT/OROCH,184
2022,1,Janeiro,Autos,Varejo,12,GM/TRACKER,1714
2022,1,Janeiro,Com. Leves,Varejo,12,CITROEN/JUMPY,152
2022,1,Janeiro,Autos,Varejo,13,VW/GOL,1699
2022,1,Janeiro,Com. Leves,Varejo,13,GM/S10,152
2022,1,Janeiro,Autos,Varejo,14,TOYOTA/COROLLA,1518
2022,1,Janeiro,Com. Leves,Varejo,14,KIA/K2500,151
2022,1,Janeiro,Autos,Varejo,15,JEEP/RENEGADE,1377
2022,1,Janeiro,Com. Leves,Varejo,15,VW/MAN/EXPRESS,129
2022,1,Janeiro,Autos,Varejo,16,NISSAN/KICKS,1373
2022,1,Janeiro,Com. Leves,Varejo,16,IVECO/DAILY 35-150,125
2022,1,Janeiro,Autos,Varejo,17,JEEP/COMPASS,1356
2022,1,Janeiro,Com. Leves,Varejo,17,HYUNDAI/HR,90
2022,1,Janeiro,Autos,Varejo,18,HYUNDAI/HB20S,1251
2022,1,Janeiro,Com. Leves,Varejo,18,FIAT/DUCATO,8
2022,1,Janeiro,Autos,Varejo,19,HONDA/CIVIC,1112
2022,1,Janeiro,Com. Leves,Varejo,19,IVECO/DAILY 30-130,56
2022,1,Janeiro,Autos,Varejo,20,VW/NIVUS,1074
2022,1,Janeiro,Com. Leves,Varejo,20,VW/SAVEIRO,49
2022,1,Janeiro,Autos,Varejo,21,FIAT/CRONOS,859
2022,1,Janeiro,Com. Leves,Varejo,21,M.BENZ/SPRINTER 416,4
2022,1,Janeiro,Autos,Varejo,22,RENAULT/DUSTER,851
2022,1,Janeiro,Com. Leves,Varejo,22,M.BENZ/SPRINTER 314,32
2022,1,Janeiro,Autos,Varejo,23,TOYOTA/HILUX SW4,833
2022,1,Janeiro,Com. Leves,Varejo,23,EFFA/V21,29
2022,1,Janeiro,Autos,Varejo,24,VW/TAOS,806
2022,1,Janeiro,Com. Leves,Varejo,24,PEUGEOT/PARTNER,14
2022,1,Janeiro,Autos,Varejo,25,HONDA/CITY,760
2022,1,Janeiro,Com. Leves,Varejo,25,IVECO/DAILY,13
2022,1,Janeiro,Autos,Varejo,26,NISSAN/VERSA,702
2022,1,Janeiro,Com. Leves,Varejo,26,M.BENZ/SPRINTER,13
2022,1,Janeiro,Autos,Varejo,27,TOYOTA/YARIS HB,671
2022,1,Janeiro,Com. Leves,Varejo,27,PEUGEOT/BOXER,12
2022,1,Janeiro,Autos,Varejo,28,HONDA/WR-V,570
2022,1,Janeiro,Com. Leves,Varejo,28,EFFA/V22,12
2022,1,Janeiro,Autos,Varejo,29,CAOA CHERY/TIGGO 5X,506
2022,1,Janeiro,Com. Leves,Varejo,29,CITROEN/JUMPER,5
2022,1,Janeiro,Autos,Varejo,30,CAOA CHERY/TIGGO 7,493
2022,1,Janeiro,Com. Leves,Varejo,30,EFFA/V25,5
2022,1,Janeiro,Autos,Varejo,31,CAOA CHERY/TIGGO 8,429
2022,1,Janeiro,Com. Leves,Varejo,31,TOYOTA/BANDEIRANTE,2
2022,1,Janeiro,Autos,Varejo,32,GM/CRUZE SEDAN,402
2022,1,Janeiro,Com. Leves,Varejo,32,EFFA/K01,2
2022,1,Janeiro,Autos,Varejo,33,CAOA CHERY/TIGGO 3X,386
2022,1,Janeiro,Com. Leves,Varejo,33,JAC/V260,2
2022,1,Janeiro,Autos,Varejo,34,FIAT/SIENA,379
2022,1,Janeiro,Com. Leves,Varejo,34,RAM/2500,2
2022,1,Janeiro,Autos,Varejo,35,JEEP/COMMANDER,377
2022,1,Janeiro,Com. Leves,Varejo,35,FIAT/DOBLO,1
2022,1,Janeiro,Autos,Varejo,36,RENAULT/CAPTUR,314
2022,1,Janeiro,Com. Leves,Varejo,36,FORD/F150,1
2022,1,Janeiro,Autos,Varejo,37,PEUGEOT/208,294
2022,1,Janeiro,Com. Leves,Varejo,37,FORD/F250,1
2022,1,Janeiro,Autos,Varejo,38,TOYOTA/YARIS SEDAN,291
2022,1,Janeiro,Com. Leves,Varejo,38,FORD/RANCHERO,1
2022,1,Janeiro,Autos,Varejo,39,BMW/320I,219
2022,1,Janeiro,Com. Leves,Varejo,39,GM/SILVERADO,1
2022,1,Janeiro,Autos,Varejo,40,M.BENZ/CLASSE GLB,219
2022,1,Janeiro,Com. Leves,Varejo,40,OPEL/OPEL,1
2022,1,Janeiro,Autos,Varejo,41,CITROEN/C4 CACTUS,196
2022,1,Janeiro,Com. Leves,Varejo,41,MAHINDRA/MAHINDRA,1
2022,1,Janeiro,Autos,Varejo,42,RENAULT/SANDERO,155
2022,1,Janeiro,Com. Leves,Varejo,42,FOTON/AUMARK 1039,1
2022,1,Janeiro,Autos,Varejo,43,HONDA/FIT,149
2022,1,Janeiro,Com. Leves,Varejo,43,FOTON/AUMARK 3.5-14DT,1
2022,1,Janeiro,Autos,Varejo,44,VW/VOYAGE,148
2022,1,Janeiro,Autos,Varejo,45,VW/POLO,141
2022,1,Janeiro,Autos,Varejo,46,M.BENZ/CLASSE C,138
2022,1,Janeiro,Autos,Varejo,47,CAOA CHERY/ARRIZO 6,138
2022,1,Janeiro,Autos,Varejo,48,MITSUBISHI/OUTLANDER,137
2022,1,Janeiro,Autos,Varejo,49,GM/SPIN,135
2022,1,Janeiro,Autos,Varejo,50,BMW/X1,121
2022,2,Fevereiro,Autos,Total,1,GM/ONIX,6541
2022,2,Fevereiro,Autos,Total,2,HYUNDAI/HB20,6161
2022,2,Fevereiro,Autos,Total,1,FIAT/STRADA,7314
2022,2,Fevereiro,Autos,Total,3,VW/T CROSS,5118
2022,2,Fevereiro,Autos,Total,2,FIAT/TORO,3178
2022,2,Fevereiro,Autos,Total,4,JEEP/COMPASS,4503
2022,2,Fevereiro,Autos,Total,3,TOYOTA/HILUX,2558
2022,2,Fevereiro,Autos,Total,5,GM/ONIX PLUS,4489
2022,2,Fevereiro,Autos,Total,4,GM/S10,2225
2022,2,Fevereiro,Autos,Total,6,FIAT/ARGO,4321
2022,2,Fevereiro,Autos,Total,5,FIAT/FIORINO,1576
2022,2,Fevereiro,Autos,Total,7,RENAULT/KWID,4262
2022,2,Fevereiro,Autos,Total,6,MITSUBISHI/L200,783
2022,2,Fevereiro,Autos,Total,8,HYUNDAI/CRETA,4163
2022,2,Fevereiro,Autos,Total,7,FORD/RANGER,769
2022,2,Fevereiro,Autos,Total,9,FIAT/MOBI,4162
2022,2,Fevereiro,Autos,Total,8,NISSAN/FRONTIER,565
2022,2,Fevereiro,Autos,Total,10,TOYOTA/COROLLA CROSS,3732
2022,2,Fevereiro,Autos,Total,9,RENAULT/OROCH,542
2022,2,Fevereiro,Autos,Total,11,GM/TRACKER,3419
2022,2,Fevereiro,Autos,Total,10,VW/AMAROK,506
2022,2,Fevereiro,Autos,Total,12,TOYOTA/COROLLA,2729
2022,2,Fevereiro,Autos,Total,11,RENAULT/MASTER,480
2022,2,Fevereiro,Autos,Total,13,FIAT/SIENA,2637
2022,2,Fevereiro,Autos,Total,12,FIAT/DUCATO,319
2022,2,Fevereiro,Autos,Total,14,VW/NIVUS,2417
2022,2,Fevereiro,Autos,Total,13,VW/MAN/EXPRESS,268
2022,2,Fevereiro,Autos,Total,15,HONDA/CITY,2326
2022,2,Fevereiro,Autos,Total,14,PEUGEOT/EXPERT,261
2022,2,Fevereiro,Autos,Total,16,JEEP/RENEGADE,2229
2022,2,Fevereiro,Autos,Total,15,VW/SAVEIRO,247
2022,2,Fevereiro,Autos,Total,17,TOYOTA/YARIS HB,2067
2022,2,Fevereiro,Autos,Total,16,IVECO/DAILY 35-150,191
2022,2,Fevereiro,Autos,Total,18,HYUNDAI/HB20S,2055
2022,2,Fevereiro,Autos,Total,17,CITROEN/JUMPY,185
2022,2,Fevereiro,Autos,Total,19,PEUGEOT/208,1847
2022,2,Fevereiro,Autos,Total,18,KIA/K2500,155
2022,2,Fevereiro,Autos,Total,20,FIAT/PULSE,1843
2022,2,Fevereiro,Autos,Total,19,HYUNDAI/HR,143
2022,2,Fevereiro,Autos,Total,21,VW/GOL,1710
2022,2,Fevereiro,Autos,Total,20,IVECO/DAILY 30-130,46
2022,2,Fevereiro,Autos,Total,22,JEEP/COMMANDER,1614
2022,2,Fevereiro,Autos,Total,21,M.BENZ/SPRINTER 314,43
2022,2,Fevereiro,Autos,Total,23,CITROEN/C4 CACTUS,1587
2022,2,Fevereiro,Autos,Total,22,RAM/2500,42
2022,2,Fevereiro,Autos,Total,24,RENAULT/DUSTER,1550
2022,2,Fevereiro,Autos,Total,23,M.BENZ/SPRINTER 416,40
2022,2,Fevereiro,Autos,Total,25,RENAULT/LOGAN,1363
2022,2,Fevereiro,Autos,Total,24,FORD/MAVERICK,34
2022,2,Fevereiro,Autos,Total,26,TOYOTA/YARIS SEDAN,1202
2022,2,Fevereiro,Autos,Total,25,EFFA/V21,28
2022,2,Fevereiro,Autos,Total,27,NISSAN/KICKS,1112
2022,2,Fevereiro,Autos,Total,26,PEUGEOT/PARTNER,26
2022,2,Fevereiro,Autos,Total,28,NISSAN/VERSA,1058
2022,2,Fevereiro,Autos,Total,27,EFFA/V22,12
2022,2,Fevereiro,Autos,Total,29,TOYOTA/HILUX SW4,997
2022,2,Fevereiro,Autos,Total,28,M.BENZ/SPRINTER,9
2022,2,Fevereiro,Autos,Total,30,CAOA CHERY/TIGGO 8,878
2022,2,Fevereiro,Autos,Total,29,FIAT/DOBLO,6
2022,2,Fevereiro,Autos,Total,31,FIAT/CRONOS,839
2022,2,Fevereiro,Autos,Total,30,IVECO/DAILY,5
2022,2,Fevereiro,Autos,Total,32,HONDA/HR-V,826
2022,2,Fevereiro,Autos,Total,31,PEUGEOT/BOXER,5
2022,2,Fevereiro,Autos,Total,33,HYUNDAI/TUCSON,820
2022,2,Fevereiro,Autos,Total,32,FOTON/AUMARK 3.5-14DT,5
2022,2,Fevereiro,Autos,Total,34,CAOA CHERY/TIGGO 3X,786
2022,2,Fevereiro,Autos,Total,33,CITROEN/JUMPER,4
2022,2,Fevereiro,Autos,Total,35,CAOA CHERY/TIGGO 7,730
2022,2,Fevereiro,Autos,Total,34,EFFA/V25,4
2022,2,Fevereiro,Autos,Total,36,VW/TAOS,667
2022,2,Fevereiro,Autos,Total,35,FORD/TRANSIT,3
2022,2,Fevereiro,Autos,Total,37,CAOA CHERY/TIGGO 5X,649
2022,2,Fevereiro,Autos,Total,36,VW/KOMBI,3
2022,2,Fevereiro,Autos,Total,38,RENAULT/CAPTUR,480
2022,2,Fevereiro,Autos,Total,37,JAC/V260,3
2022,2,Fevereiro,Autos,Total,39,GM/CRUZE SEDAN,477
2022,2,Fevereiro,Autos,Total,38,RAM/1500,3
2022,2,Fevereiro,Autos,Total,40,HONDA/CIVIC,471
2022,2,Fevereiro,Autos,Total,39,GM/MONTANA,2
2022,2,Fevereiro,Autos,Total,41,RENAULT/SANDERO,469
2022,2,Fevereiro,Autos,Total,40,TOYOTA/BANDEIRANTE,2
2022,2,Fevereiro,Autos,Total,42,BMW/320I,447
2022,2,Fevereiro,Autos,Total,41,WILLYS/OVERLAND,2
2022,2,Fevereiro,Autos,Total,43,PEUGEOT/2008,445
2022,2,Fevereiro,Autos,Total,42,EFFA/K01,2
2022,2,Fevereiro,Autos,Total,44,VW/VIRTUS,301
2022,2,Fevereiro,Autos,Total,43,FOTON/AUMARK 1039,2
2022,2,Fevereiro,Autos,Total,45,VW/POLO,295
2022,2,Fevereiro,Autos,Total,44,FORD/PAMPA,1
2022,2,Fevereiro,Autos,Total,46,MITSUBISHI/PAJERO,273
2022,2,Fevereiro,Autos,Total,45,GM/C10,1
2022,2,Fevereiro,Autos,Total,47,HONDA/CITY HATCH,245
2022,2,Fevereiro,Autos,Total,46,GM/D20,1
2022,2,Fevereiro,Autos,Total,48,MITSUBISHI/OUTLANDER,224
2022,2,Fevereiro,Autos,Total,47,HAFEI/ZHONGYI VAN,1
2022,2,Fevereiro,Autos,Total,49,VOLVO/XC60,198
2022,2,Fevereiro,Autos,Total,50,VW/VOYAGE,187
2022,2,Fevereiro,Autos,Direta,1,JEEP/COMPASS,3474
2022,2,Fevereiro,Com. Leves,Direta,1,FIAT/STRADA,5426
2022,2,Fevereiro,Autos,Direta,2,HYUNDAI/HB20,3336
2022,2,Fevereiro,Com. Leves,Direta,2,GM/S10,1774
2022,2,Fevereiro,Autos,Direta,3,FIAT/SIENA,2338
2022,2,Fevereiro,Com. Leves,Direta,3,FIAT/TORO,1389
2022,2,Fevereiro,Autos,Direta,4,FIAT/ARGO,2297
2022,2,Fevereiro,Com. Leves,Direta,4,FIAT/FIORINO,1005
2022,2,Fevereiro,Autos,Direta,5,FIAT/MOBI,2097
2022,2,Fevereiro,Com. Leves,Direta,5,TOYOTA/HILUX,601
2022,2,Fevereiro,Autos,Direta,6,PEUGEOT/208,1452
2022,2,Fevereiro,Com. Leves,Direta,6,RENAULT/OROCH,489
2022,2,Fevereiro,Autos,Direta,7,JEEP/COMMANDER,1385
2022,2,Fevereiro,Com. Leves,Direta,7,RENAULT/MASTER,284
2022,2,Fevereiro,Autos,Direta,8,CITROEN/C4 CACTUS,1379
2022,2,Fevereiro,Com. Leves,Direta,8,MITSUBISHI/L200,254
2022,2,Fevereiro,Autos,Direta,9,RENAULT/LOGAN,1338
2022,2,Fevereiro,Com. Leves,Direta,9,VW/SAVEIRO,226
2022,2,Fevereiro,Autos,Direta,10,VW/T CROSS,1217
2022,2,Fevereiro,Com. Leves,Direta,10,FIAT/DUCATO,222
2022,2,Fevereiro,Autos,Direta,11,HYUNDAI/HB20S,1072
2022,2,Fevereiro,Com. Leves,Direta,11,FORD/RANGER,219
2022,2,Fevereiro,Autos,Direta,12,GM/ONIX PLUS,1000
2022,2,Fevereiro,Com. Leves,Direta,12,VW/AMAROK,197
2022,2,Fevereiro,Autos,Direta,13,GM/ONIX,968
2022,2,Fevereiro,Com. Leves,Direta,13,NISSAN/FRONTIER,182
2022,2,Fevereiro,Autos,Direta,14,JEEP/RENEGADE,945
2022,2,Fevereiro,Com. Leves,Direta,14,VW/MAN/EXPRESS,133
2022,2,Fevereiro,Autos,Direta,15,RENAULT/DUSTER,853
2022,2,Fevereiro,Com. Leves,Direta,15,CITROEN/JUMPY,94
2022,2,Fevereiro,Autos,Direta,16,TOYOTA/COROLLA CROSS,690
2022,2,Fevereiro,Com. Leves,Direta,16,PEUGEOT/EXPERT,90
2022,2,Fevereiro,Autos,Direta,17,HYUNDAI/TUCSON,681
2022,2,Fevereiro,Com. Leves,Direta,17,IVECO/DAILY 35-150,45
