ano,mes_num,mes_nome,segmento,tipo_venda,rank,modelo,quantidade_mes
2023,12,Dezembro,Autos,Direta,1,VW/POLO,14364
2023,12,Dezembro,Com. Leves,Direta,1,FIAT/STRADA,7494
2023,12,Dezembro,Autos,Direta,2,RENAULT/KWID,7450
2023,12,Dezembro,Com. Leves,Direta,2,VW/SAVEIRO,5000
2023,12,Dezembro,Autos,Direta,3,HYUNDAI/HB20,6978
2023,12,Dezembro,Com. Leves,Direta,3,FIAT/FIORINO,3238
2023,12,Dezembro,Autos,Direta,4,FIAT/MOBI,6024
2023,12,Dezembro,Com. Leves,Direta,4,FIAT/TORO,3056
2023,12,Dezembro,Autos,Direta,5,GM/ONIX,5451
2023,12,Dezembro,Com. Leves,Direta,5,GM/S10,2685
2023,12,Dezembro,Autos,Direta,6,FIAT/CRONOS,5091
2023,12,Dezembro,Com. Leves,Direta,6,RAM/RAMPAGE,1894
2023,12,Dezembro,Autos,Direta,7,VW/T CROSS,3896
2023,12,Dezembro,Com. Leves,Direta,7,TOYOTA/HILUX,1673
2023,12,Dezembro,Autos,Direta,8,GM/ONIX PLUS,3232
2023,12,Dezembro,Com. Leves,Direta,8,FORD/RANGER,1266
2023,12,Dezembro,Autos,Direta,9,FIAT/ARGO,2410
2023,12,Dezembro,Com. Leves,Direta,9,MITSUBISHI/L200,1230
2023,12,Dezembro,Autos,Direta,10,VW/VIRTUS,2405
2023,12,Dezembro,Com. Leves,Direta,10,GM/MONTANA,1190
2023,12,Dezembro,Autos,Direta,11,RENAULT/DUSTER,2280
2023,12,Dezembro,Com. Leves,Direta,11,RENAULT/OROCH,1085
2023,12,Dezembro,Autos,Direta,12,HYUNDAI/HB20S,2212
2023,12,Dezembro,Com. Leves,Direta,12,RENAULT/MASTER,869
2023,12,Dezembro,Autos,Direta,13,NISSAN/KICKS,2207
2023,12,Dezembro,Com. Leves,Direta,13,NISSAN/FRONTIER,808
2023,12,Dezembro,Autos,Direta,14,GM/TRACKER,1984
2023,12,Dezembro,Com. Leves,Direta,14,VW/AMAROK,641
2023,12,Dezembro,Autos,Direta,15,VW/NIVUS,1981
2023,12,Dezembro,Com. Leves,Direta,15,GM/SILVERADO,295
2023,12,Dezembro,Autos,Direta,16,FIAT/PULSE,1831
2023,12,Dezembro,Com. Leves,Direta,16,FIAT/DUCATO,206
2023,12,Dezembro,Autos,Direta,17,TOYOTA/YARIS SEDAN,1797
2023,12,Dezembro,Com. Leves,Direta,17,FIAT/SCUDO,197
2023,12,Dezembro,Autos,Direta,18,GWM/HAVAL H6,1739
2023,12,Dezembro,Com. Leves,Direta,18,PEUGEOT/PARTNER,175
2023,12,Dezembro,Autos,Direta,19,PEUGEOT/208,1356
2023,12,Dezembro,Com. Leves,Direta,19,RENAULT/KANGOO E-TECH,141
2023,12,Dezembro,Autos,Direta,20,GM/SPIN,1298
2023,12,Dezembro,Com. Leves,Direta,20,FORD/TRANSIT,138
2023,12,Dezembro,Autos,Direta,21,TOYOTA/YARIS HB,1297
2023,12,Dezembro,Com. Leves,Direta,21,RAM/CLASSIC,112
2023,12,Dezembro,Autos,Direta,22,JEEP/COMPASS,1273
2023,12,Dezembro,Com. Leves,Direta,22,CITROEN/JUMPY,96
2023,12,Dezembro,Autos,Direta,23,TOYOTA/COROLLA,1229
2023,12,Dezembro,Com. Leves,Direta,23,PEUGEOT/EXPERT,87
2023,12,Dezembro,Autos,Direta,24,FIAT/FASTBACK,1188
2023,12,Dezembro,Com. Leves,Direta,24,JEEP/GLADIATOR,69
2023,12,Dezembro,Autos,Direta,25,JEEP/RENEGADE,1090
2023,12,Dezembro,Com. Leves,Direta,25,VW TRUCK E BUS/EXPRESS,67
2023,12,Dezembro,Autos,Direta,26,TOYOTA/COROLLA CROSS,1030
2023,12,Dezembro,Com. Leves,Direta,26,RAM/1500,57
2023,12,Dezembro,Autos,Direta,27,HYUNDAI/CRETA,938
2023,12,Dezembro,Com. Leves,Direta,27,RAM/3500,54
2023,12,Dezembro,Autos,Direta,28,GWM/ORA 03,709
2023,12,Dezembro,Com. Leves,Direta,28,FORD/F150,40
2023,12,Dezembro,Autos,Direta,29,CITROEN/C3,676
2023,12,Dezembro,Com. Leves,Direta,29,RAM/2500,39
2023,12,Dezembro,Autos,Direta,30,VW/TAOS,589
2023,12,Dezembro,Com. Leves,Direta,30,FORD/MAVERICK,5
2023,12,Dezembro,Autos,Direta,31,RENAULT/SANDERO,517
2023,12,Dezembro,Com. Leves,Direta,31,PEUGEOT/BOXER,4
2023,12,Dezembro,Autos,Direta,32,VOLVO/XC60,499
2023,12,Dezembro,Com. Leves,Direta,32,CITROEN/JUMPER,3
2023,12,Dezembro,Autos,Direta,33,RENAULT/LOGAN,410
2023,12,Dezembro,Com. Leves,Direta,33,KIA/K2500,2
2023,12,Dezembro,Autos,Direta,34,HONDA/HR-V,389
2023,12,Dezembro,Autos,Direta,35,JEEP/COMMANDER,346
2023,12,Dezembro,Autos,Direta,36,VOLVO/XC40,316
2023,12,Dezembro,Autos,Direta,37,AUDI/Q5,255
2023,12,Dezembro,Autos,Direta,38,TOYOTA/HILUX SW4,245
2023,12,Dezembro,Autos,Direta,39,NISSAN/VERSA,228
2023,12,Dezembro,Autos,Direta,40,HONDA/ZR-V,209
2023,12,Dezembro,Autos,Direta,41,FORD/TERRITORY,188
2023,12,Dezembro,Autos,Direta,42,CITROEN/C4 CACTUS,161
2023,12,Dezembro,Autos,Direta,43,NISSAN/SENTRA,154
2023,12,Dezembro,Autos,Direta,44,NISSAN/LEAF,151
2023,12,Dezembro,Autos,Direta,45,VOLVO/XC90,134
2023,12,Dezembro,Autos,Direta,46,CITROEN/C3 AIRCROSS,131
2023,12,Dezembro,Autos,Direta,47,CAOA CHERY/TIGGO 5X,125
2023,12,Dezembro,Autos,Direta,48,MITSUBISHI/PAJERO,117
2023,12,Dezembro,Autos,Direta,49,VOLVO/C40,117
2023,12,Dezembro,Autos,Direta,50,AUDI/Q8,91
2023,12,Dezembro,Autos,Varejo,1,HYUNDAI/CRETA,7641
2023,12,Dezembro,Com. Leves,Varejo,1,FIAT/STRADA,3079
2023,12,Dezembro,Autos,Varejo,2,GM/ONIX,5388
2023,12,Dezembro,Com. Leves,Varejo,2,TOYOTA/HILUX,2671
2023,12,Dezembro,Autos,Varejo,3,GM/TRACKER,4785
2023,12,Dezembro,Com. Leves,Varejo,3,FIAT/TORO,1652
2023,12,Dezembro,Autos,Varejo,4,VW/T CROSS,3896
2023,12,Dezembro,Com. Leves,Varejo,4,GM/MONTANA,1293
2023,12,Dezembro,Autos,Varejo,5,HONDA/HR-V,3812
2023,12,Dezembro,Com. Leves,Varejo,5,FORD/RANGER,1185
2023,12,Dezembro,Autos,Varejo,6,VW/NIVUS,3665
2023,12,Dezembro,Com. Leves,Varejo,6,RAM/RAMPAGE,596
2023,12,Dezembro,Autos,Varejo,7,VW/POLO,3635
2023,12,Dezembro,Com. Leves,Varejo,7,MITSUBISHI/L200,591
2023,12,Dezembro,Autos,Varejo,8,TOYOTA/COROLLA CROSS,3359
2023,12,Dezembro,Com. Leves,Varejo,8,GM/S10,448
2023,12,Dezembro,Autos,Varejo,9,GM/ONIX PLUS,3143
2023,12,Dezembro,Com. Leves,Varejo,9,VW/SAVEIRO,283
2023,12,Dezembro,Autos,Varejo,10,TOYOTA/COROLLA,2821
2023,12,Dezembro,Com. Leves,Varejo,10,RENAULT/OROCH,274
2023,12,Dezembro,Autos,Varejo,11,FIAT/ARGO,2808
2023,12,Dezembro,Com. Leves,Varejo,11,RENAULT/MASTER,264
2023,12,Dezembro,Autos,Varejo,12,FIAT/FASTBACK,2761
2023,12,Dezembro,Com. Leves,Varejo,12,FIAT/FIORINO,247
2023,12,Dezembro,Autos,Varejo,13,FIAT/PULSE,2706
2023,12,Dezembro,Com. Leves,Varejo,13,KIA/K2500,238
2023,12,Dezembro,Autos,Varejo,14,JEEP/COMPASS,2664
2023,12,Dezembro,Com. Leves,Varejo,14,M.BENZ/SPRINTER 315,234
2023,12,Dezembro,Autos,Varejo,15,HYUNDAI/HB20,2649
2023,12,Dezembro,Com. Leves,Varejo,15,NISSAN/FRONTIER,216
2023,12,Dezembro,Autos,Varejo,16,NISSAN/KICKS,2613
2023,12,Dezembro,Com. Leves,Varejo,16,FIAT/SCUDO,170
2023,12,Dezembro,Autos,Varejo,17,BYD/DOLPHIN,2248
2023,12,Dezembro,Com. Leves,Varejo,17,FORD/MAVERICK,150
2023,12,Dezembro,Autos,Varejo,18,JEEP/RENEGADE,2144
2023,12,Dezembro,Com. Leves,Varejo,18,RAM/2500,140
2023,12,Dezembro,Autos,Varejo,19,CAOA CHERY/TIGGO 5X,2100
2023,12,Dezembro,Com. Leves,Varejo,19,VW TRUCK E BUS/EXPRESS,127
2023,12,Dezembro,Autos,Varejo,20,BYD/SONG PLUS,1883
2023,12,Dezembro,Com. Leves,Varejo,20,PEUGEOT/EXPERT,113
2023,12,Dezembro,Autos,Varejo,21,TOYOTA/HILUX SW4,1677
2023,12,Dezembro,Com. Leves,Varejo,21,IVECO/DAILY,107
2023,12,Dezembro,Autos,Varejo,22,TOYOTA/YARIS HB,1465
2023,12,Dezembro,Com. Leves,Varejo,22,FORD/TRANSIT,101
2023,12,Dezembro,Autos,Varejo,23,FIAT/MOBI,1371
2023,12,Dezembro,Com. Leves,Varejo,23,RAM/3500,9
2023,12,Dezembro,Autos,Varejo,24,CITROEN/C3,1344
2023,12,Dezembro,Com. Leves,Varejo,24,RAM/CLASSIC,91
2023,12,Dezembro,Autos,Varejo,25,PEUGEOT/208,1280
2023,12,Dezembro,Com. Leves,Varejo,25,CITROEN/JUMPY,82
2023,12,Dezembro,Autos,Varejo,26,FIAT/CRONOS,1241
2023,12,Dezembro,Com. Leves,Varejo,26,EFFA/V21,81
2023,12,Dezembro,Autos,Varejo,27,VW/VIRTUS,1224
2023,12,Dezembro,Com. Leves,Varejo,27,VW/AMAROK,58
2023,12,Dezembro,Autos,Varejo,28,VW/TAOS,1172
2023,12,Dezembro,Com. Leves,Varejo,28,HYUNDAI/HR,57
2023,12,Dezembro,Autos,Varejo,29,CAOA CHERY/TIGGO 8,1066
2023,12,Dezembro,Com. Leves,Varejo,29,IVECO/DAILY 30-130,53
2023,12,Dezembro,Autos,Varejo,30,TOYOTA/YARIS SEDAN,905
2023,12,Dezembro,Com. Leves,Varejo,30,JEEP/GLADIATOR,42
2023,12,Dezembro,Autos,Varejo,31,RENAULT/DUSTER,895
2023,12,Dezembro,Com. Leves,Varejo,31,FIAT/DUCATO,32
2023,12,Dezembro,Autos,Varejo,32,HONDA/CITY,879
2023,12,Dezembro,Com. Leves,Varejo,32,EFFA/V22,30
2023,12,Dezembro,Autos,Varejo,33,BYD/SEAL,857
2023,12,Dezembro,Com. Leves,Varejo,33,PEUGEOT/PARTNER,29
2023,12,Dezembro,Autos,Varejo,34,JEEP/COMMANDER,839
2023,12,Dezembro,Com. Leves,Varejo,34,RAM/1500,19
2023,12,Dezembro,Autos,Varejo,35,HYUNDAI/HB20S,823
2023,12,Dezembro,Com. Leves,Varejo,35,PEUGEOT/BOXER,12
2023,12,Dezembro,Autos,Varejo,36,NISSAN/VERSA,796
2023,12,Dezembro,Com. Leves,Varejo,36,JAC/EJV5.5,10
2023,12,Dezembro,Autos,Varejo,37,HONDA/CITY HATCH,775
2023,12,Dezembro,Com. Leves,Varejo,37,M.BENZ/SPRINTER,8
2023,12,Dezembro,Autos,Varejo,38,RENAULT/KWID,654
2023,12,Dezembro,Com. Leves,Varejo,38,M.BENZ/SPRINTER 417,8
2023,12,Dezembro,Autos,Varejo,39,CAOA CHERY/TIGGO 7,612
2023,12,Dezembro,Com. Leves,Varejo,39,M.BENZ/SPRINTER 517,7
2023,12,Dezembro,Autos,Varejo,40,MITSUBISHI/ECLIPSE CROSS,597
2023,12,Dezembro,Com. Leves,Varejo,40,BYD/T3,5
2023,12,Dezembro,Autos,Varejo,41,GM/SPIN,516
2023,12,Dezembro,Com. Leves,Varejo,41,FORD/F150,4
2023,12,Dezembro,Autos,Varejo,42,BYD/YUAN PLUS,475
2023,12,Dezembro,Com. Leves,Varejo,42,ARROW/ONE,4
2023,12,Dezembro,Autos,Varejo,43,BMW/X1,409
2023,12,Dezembro,Com. Leves,Varejo,43,GMC/HUMMER EV EDITION 1,3
2023,12,Dezembro,Autos,Varejo,44,BMW/320I,400
2023,12,Dezembro,Com. Leves,Varejo,44,CITROEN/JUMPER,2
2023,12,Dezembro,Autos,Varejo,45,VW/TIGUAN,395
2023,12,Dezembro,Com. Leves,Varejo,45,VW/KOMBI,2
2023,12,Dezembro,Autos,Varejo,46,HONDA/ZR-V,354
2023,12,Dezembro,Com. Leves,Varejo,46,JAC/EJV7L,2
2023,12,Dezembro,Autos,Varejo,47,GWM/HAVAL H6,346
2023,12,Dezembro,Com. Leves,Varejo,47,JAC/IEV750,2
2023,12,Dezembro,Autos,Varejo,48,GM/EQUINOX,273
2023,12,Dezembro,Com. Leves,Varejo,48,FIAT/CITY,1
2023,12,Dezembro,Autos,Varejo,49,VW/JETTA,270
2023,12,Dezembro,Com. Leves,Varejo,49,GM/C1404,1
2023,12,Dezembro,Autos,Varejo,50,RENAULT/SANDERO,241
2023,12,Dezembro,Com. Leves,Varejo,50,IVECO/DAILY 35-180,1
2024,1,Janeiro,Autos,Varejo,1,GM/ONIX,4346
2024,1,Janeiro,Com. Leves,Varejo,1,FIAT/STRADA,2907
2024,1,Janeiro,Autos,Varejo,2,HYUNDAI/CRETA,4257
2024,1,Janeiro,Com. Leves,Varejo,2,TOYOTA/ HILUX,1972
2024,1,Janeiro,Autos,Varejo,3,GM/TRACKER,3582
2024,1,Janeiro,Com. Leves,Varejo,3,FIAT/TORO,1558
2024,1,Janeiro,Autos,Varejo,4,VW/POLO,3212
2024,1,Janeiro,Com. Leves,Varejo,4,FORD/RANGER,1067
2024,1,Janeiro,Autos,Varejo,5,FIAT /FASTBACK,2961
2024,1,Janeiro,Com. Leves,Varejo,5,GM/MONTANA,1066
2024,1,Janeiro,Autos,Varejo,6,FIAT/ARGO,2878
2024,1,Janeiro,Com. Leves,Varejo,6,RAM/RAMPAGE,653
2024,1,Janeiro,Autos,Varejo,7,HYUNDAI/HB20,2699
2024,1,Janeiro,Com. Leves,Varejo,7,MITSUBISHI /L200,428
2024,1,Janeiro,Autos,Varejo,8,HONDA/HR-V,2629
2024,1,Janeiro,Com. Leves,Varejo,8,GM/S1O,408
2024,1,Janeiro,Autos,Varejo,9,JEEP/COMPASS,2621
2024,1,Janeiro,Com. Leves,Varejo,9,FIAT/FIORINO,295
2024,1,Janeiro,Autos,Varejo,10,GM/ONIX PLUS,2555
2024,1,Janeiro,Com. Leves,Varejo,10,VW/SAVEIRO,294
2024,1,Janeiro,Autos,Varejo,1,FIAT/PULSE,2527
2024,1,Janeiro,Com. Leves,Varejo,1,KIA/K2500,199
2024,1,Janeiro,Autos,Varejo,12,VW/T CROSS,2451
2024,1,Janeiro,Com. Leves,Varejo,12,RENAULT/MASTER,181
2024,1,Janeiro,Autos,Varejo,13,NISSAN/KICKS,2444
2024,1,Janeiro,Com. Leves,Varejo,13,FIAT/SCUDO,173
2024,1,Janeiro,Autos,Varejo,14,VW/NIVUS,2380
2024,1,Janeiro,Com. Leves,Varejo,14,RENAULT/OROCH,158
2024,1,Janeiro,Autos,Varejo,15,JEEP/RENEGADE,2314
2024,1,Janeiro,Com. Leves,Varejo,15,NISSAN /FRONTIER,136
2024,1,Janeiro,Autos,Varejo,16,TOYOTA/COROLLA CROSS,2180
2024,1,Janeiro,Com. Leves,Varejo,16,FORD/MAVERICK,122
2024,1,Janeiro,Autos,Varejo,17,CAOA CHERY/TIGGO 5X,1892
2024,1,Janeiro,Com. Leves,Varejo,17,EFFA/V21,121
2024,1,Janeiro,Autos,Varejo,18,BYD/DOLPHIN,1734
2024,1,Janeiro,Com. Leves,Varejo,18,VW TRUCK E BUS /EXPRESS,107
2024,1,Janeiro,Autos,Varejo,19,BYD/SONG PLUS,1462
2024,1,Janeiro,Com. Leves,Varejo,19,PEUGEOT /EXPERT,94
2024,1,Janeiro,Autos,Varejo,20,TOYOTA/COROLLA,1460
2024,1,Janeiro,Com. Leves,Varejo,20,IVECO/DAILY,8
2024,1,Janeiro,Autos,Varejo,21,FIAT/MOBI,1435
2024,1,Janeiro,Com. Leves,Varejo,21,IVECO/DAILY 30-130,86
2024,1,Janeiro,Autos,Varejo,22,CITROEN/C3,1355
2024,1,Janeiro,Com. Leves,Varejo,22,GM/SILVERADO,84
2024,1,Janeiro,Autos,Varejo,23,TOYOTA/YARIS HB,1316
2024,1,Janeiro,Com. Leves,Varejo,23,M.BENZ/SPRINTER 315,7
2024,1,Janeiro,Autos,Varejo,24,PEUGEOT/208,1298
2024,1,Janeiro,Com. Leves,Varejo,24,CITROEN /JUMPY,76
2024,1,Janeiro,Autos,Varejo,25,TOYOTA/ HILUX SW4,1282
2024,1,Janeiro,Com. Leves,Varejo,25,FORD/TRANSIT,75
2024,1,Janeiro,Autos,Varejo,26,FIAT/CRONOS,1143
2024,1,Janeiro,Com. Leves,Varejo,26,RAM/3500,69
2024,1,Janeiro,Autos,Varejo,27,VW/VIRTUS,1067
2024,1,Janeiro,Com. Leves,Varejo,27,RAM/1500,65
2024,1,Janeiro,Autos,Varejo,28,HONDA/CITY,913
2024,1,Janeiro,Com. Leves,Varejo,28,RAM/2500,59
2024,1,Janeiro,Autos,Varejo,29,HYUNDAI/HB20S,868
2024,1,Janeiro,Com. Leves,Varejo,29,RAM/CLASSIC,58
2024,1,Janeiro,Autos,Varejo,30,RENAULT /DUSTER,834
2024,1,Janeiro,Com. Leves,Varejo,30,FIAT/DUCATO,54
2024,1,Janeiro,Autos,Varejo,31,CAOA CHERY/TIGGO 8,807
2024,1,Janeiro,Com. Leves,Varejo,31,HYUNDAI/HR,48
2024,1,Janeiro,Autos,Varejo,32,HONDA/CITY HATCH,783
2024,1,Janeiro,Com. Leves,Varejo,32,PEUGEOT/PARTNER,4
2024,1,Janeiro,Autos,Varejo,33,NISSAN/VERSA,780
2024,1,Janeiro,Com. Leves,Varejo,33,VW/AMAROK,30
2024,1,Janeiro,Autos,Varejo,34,VW/TAOS,742
2024,1,Janeiro,Com. Leves,Varejo,34,EFFA/V22,29
2024,1,Janeiro,Autos,Varejo,35,JEEP/COMMANDER,736
2024,1,Janeiro,Com. Leves,Varejo,35,JEEP/GLADIATOR,19
2024,1,Janeiro,Autos,Varejo,36,BYD/SEAL,602
2024,1,Janeiro,Com. Leves,Varejo,36,M.BENZ/SPRINTER 517,15
2024,1,Janeiro,Autos,Varejo,37,TOYOTA/YARIS SEDAN,593
2024,1,Janeiro,Autos,Varejo,38,GM/SPIN,582
2024,1,Janeiro,Com. Leves,Varejo,38,EFFA/V25,9
2024,1,Janeiro,Autos,Varejo,39,CAOA CHERY/TIGGO 7,539
2024,1,Janeiro,Com. Leves,Varejo,39,CITROEN /JUMPER,7
2024,1,Janeiro,Autos,Varejo,40,MITSUBISHI /ECLIPSE CROSS,481
2024,1,Janeiro,Com. Leves,Varejo,40,M.BENZ/SPRINTER 417,7
2024,1,Janeiro,Autos,Varejo,41,RENAULT/KWID,480
2024,1,Janeiro,Com. Leves,Varejo,41,FORD/F150,5
2024,1,Janeiro,Autos,Varejo,42,HONDA/ZR-V,358
2024,1,Janeiro,Com. Leves,Varejo,42,JAC/EJV5.5,5
2024,1,Janeiro,Autos,Varejo,43,BYD/YUAN PLUS,268
2024,1,Janeiro,Com. Leves,Varejo,43,IVECO/DAILY 35-180,3
2024,1,Janeiro,Autos,Varejo,44,PEUGEOT/E2008,263
2024,1,Janeiro,Com. Leves,Varejo,44,JAC/IEV750,3
2024,1,Janeiro,Autos,Varejo,45,VW/TIGUAN,245
2024,1,Janeiro,Com. Leves,Varejo,45,JAC/IEV 330P,2
2024,1,Janeiro,Autos,Varejo,46,BMW/X1,225
2024,1,Janeiro,Com. Leves,Varejo,46,HITECH/ECOCARGO,2
2024,1,Janeiro,Autos,Varejo,47,VW/JETTA,220
2024,1,Janeiro,Com. Leves,Varejo,47,FORD/F100,1
2024,1,Janeiro,Autos,Varejo,48,BMW/320I,216
2024,1,Janeiro,Com. Leves,Varejo,48,GMC/SIERRA,1
2024,1,Janeiro,Autos,Varejo,49,NISSAN/SENTRA,213
2024,1,Janeiro,Com. Leves,Varejo,49,HYUNDAI/SANTA CRUZ,1
2024,1,Janeiro,Autos,Varejo,50,RENAULT/SANDERO,161
2024,1,Janeiro,Com. Leves,Varejo,50,TOYOTA/BANDEIRANTE,1
2024,2,Fevereiro,Autos,Total,1,VW/POLO,8063
2024,2,Fevereiro,Com. Leves,Total,1,FIAT/STRADA,8568
2024,2,Fevereiro,Autos,Total,2,FIAT/ARGO,6507
2024,2,Fevereiro,Com. Leves,Total,2,VW/SAVEIRO,4127
2024,2,Fevereiro,Autos,Total,3,FIAT/MOBI,6288
2024,2,Fevereiro,Com. Leves,Total,3,TOYOTA/HILUX,3436
2024,2,Fevereiro,Autos,Total,4,RENAULT/KWID,6046
2024,2,Fevereiro,Com. Leves,Total,4,FIAT/TORO,3044
2024,2,Fevereiro,Autos,Total,5,HYUNDAI/HB20,5287
2024,2,Fevereiro,Com. Leves,Total,5,RAM/RAMPAGE,2101
2024,2,Fevereiro,Autos,Total,6,HYUNDAI/CRETA,4385
2024,2,Fevereiro,Com. Leves,Total,6,GM/S10,2020
2024,2,Fevereiro,Autos,Total,7,GM/ONIX,4299
2024,2,Fevereiro,Com. Leves,Total,7,FORD/RANGER,1885
2024,2,Fevereiro,Autos,Total,8,JEEP/COMPASS,4074
2024,2,Fevereiro,Com. Leves,Total,8,GM/MONTANA,1858
2024,2,Fevereiro,Autos,Total,9,VW/T CROSS,4039
2024,2,Fevereiro,Com. Leves,Total,9,FIAT/FIORINO,1422
2024,2,Fevereiro,Autos,Total,10,NISSAN/KICKS,3907
2024,2,Fevereiro,Com. Leves,Total,10,RENAULT/OROCH,977
2024,2,Fevereiro,Autos,Total,11,GM/TRACKER,3674
2024,2,Fevereiro,Com. Leves,Total,11,MITSUBISHI/L200,889
2024,2,Fevereiro,Autos,Total,12,FIAT/FASTBACK,3594
2024,2,Fevereiro,Com. Leves,Total,12,RENAULT/MASTER,833
2024,2,Fevereiro,Autos,Total,13,JEEP/RENEGADE,3502
2024,2,Fevereiro,Com. Leves,Total,13,NISSAN/FRONTIER,715
2024,2,Fevereiro,Autos,Total,14,GM/ONIX PLUS,3259
2024,2,Fevereiro,Com. Leves,Total,14,FIAT/SCUDO,362
2024,2,Fevereiro,Autos,Total,15,VW/NIVUS,3250
2024,2,Fevereiro,Com. Leves,Total,15,VW/AMAROK,245
2024,2,Fevereiro,Autos,Total,16,HONDA/HR-V,3221
2024,2,Fevereiro,Com. Leves,Total,16,FORD/MAVERICK,232
2024,2,Fevereiro,Autos,Total,17,TOYOTA/COROLLA CROSS,2878
2024,2,Fevereiro,Com. Leves,Total,17,KIA/K2500,195
2024,2,Fevereiro,Autos,Total,18,FIAT/PULSE,2652
2024,2,Fevereiro,Com. Leves,Total,18,FIAT/DUCATO,182
2024,2,Fevereiro,Autos,Total,19,VW/VIRTUS,2538
2024,2,Fevereiro,Com. Leves,Total,19,FORD/TRANSIT,162
2024,2,Fevereiro,Autos,Total,20,TOYOTA/COROLLA,2501
2024,2,Fevereiro,Com. Leves,Total,20,VW TRUCK E BUS/EXPRESS,155
2024,2,Fevereiro,Autos,Total,21,HYUNDAI/HB20S,2205
2024,2,Fevereiro,Com. Leves,Total,21,RAM/3500,132
2024,2,Fevereiro,Autos,Total,22,CAOA CHERY/TIGGO 5X,1991
2024,2,Fevereiro,Com. Leves,Total,22,RAM/CLASSIC,126
2024,2,Fevereiro,Autos,Total,23,BYD/SONG PLUS,1901
2024,2,Fevereiro,Com. Leves,Total,23,RAM/1500,125
2024,2,Fevereiro,Autos,Total,24,TOYOTA/YARIS HB,1841
2024,2,Fevereiro,Com. Leves,Total,24,GM/SILVERADO,124
2024,2,Fevereiro,Autos,Total,25,BYD/DOLPHIN,1807
2024,2,Fevereiro,Com. Leves,Total,25,CITROEN/JUMPY,111
2024,2,Fevereiro,Autos,Total,26,FIAT/CRONOS,1657
2024,2,Fevereiro,Com. Leves,Total,26,IVECO/DAILY,102
2024,2,Fevereiro,Autos,Total,27,RENAULT/DUSTER,1556
2024,2,Fevereiro,Com. Leves,Total,27,PEUGEOT/EXPERT,100
2024,2,Fevereiro,Autos,Total,28,PEUGEOT/208,1548
2024,2,Fevereiro,Com. Leves,Total,28,M.BENZ/SPRINTER 315,93
2024,2,Fevereiro,Autos,Total,29,CITROEN/C3,1515
2024,2,Fevereiro,Com. Leves,Total,29,RAM/2500,90
2024,2,Fevereiro,Autos,Total,30,TOYOTA/YARIS SEDAN,1436
2024,2,Fevereiro,Com. Leves,Total,30,JEEP/GLADIATOR,85
2024,2,Fevereiro,Autos,Total,31,GWM/HAVAL H6,1127
2024,2,Fevereiro,Com. Leves,Total,31,EFFA/V21,81
2024,2,Fevereiro,Autos,Total,32,TOYOTA/HILUX SW4,1085
2024,2,Fevereiro,Com. Leves,Total,32,HYUNDAI/HR,80
2024,2,Fevereiro,Autos,Total,33,JEEP/COMMANDER,1075
2024,2,Fevereiro,Com. Leves,Total,33,PEUGEOT/PARTNER,70
2024,2,Fevereiro,Autos,Total,34,VW/TAOS,1068
2024,2,Fevereiro,Com. Leves,Total,34,FIAT/TITANO,49
2024,2,Fevereiro,Autos,Total,35,HONDA/CITY,914
2024,2,Fevereiro,Com. Leves,Total,35,IVECO/DAILY 30-130,4
2024,2,Fevereiro,Autos,Total,36,NISSAN/VERSA,888
2024,2,Fevereiro,Com. Leves,Total,36,FORD/F150,31
2024,2,Fevereiro,Autos,Total,37,CAOA CHERY/TIGGO 8,807
2024,2,Fevereiro,Com. Leves,Total,37,EFFA/V22,29
2024,2,Fevereiro,Autos,Total,38,HONDA/CITY HATCH,775
2024,2,Fevereiro,Com. Leves,Total,38,JAC/EJV5.5,14
2024,2,Fevereiro,Autos,Total,39,GM/SPIN,755
2024,2,Fevereiro,Com. Leves,Total,39,M.BENZ/SPRINTER 517,1
2024,2,Fevereiro,Autos,Total,40,GWM/ORA 03,588
2024,2,Fevereiro,Com. Leves,Total,40,PEUGEOT/BOXER,8
2024,2,Fevereiro,Autos,Total,41,MITSUBISHI/ECLIPSE CROSS,562
2024,2,Fevereiro,Com. Leves,Total,41,M.BENZ/SPRINTER,7
2024,2,Fevereiro,Autos,Total,42,FORD/TERRITORY,545
2024,2,Fevereiro,Com. Leves,Total,42,CITROEN/JUMPER,6
2024,2,Fevereiro,Autos,Total,43,CAOA CHERY/TIGGO 7,522
2024,2,Fevereiro,Com. Leves,Total,43,M.BENZ/SPRINTER 417,6
2024,2,Fevereiro,Autos,Total,44,BYD/SEAL,455
2024,2,Fevereiro,Com. Leves,Total,44,BYD/T3,5
2024,2,Fevereiro,Autos,Total,45,RENAULT/SANDERO,398
2024,2,Fevereiro,Com. Leves,Total,45,ARROW/ONE,4
2024,2,Fevereiro,Autos,Total,46,HONDA/ZR-V,390
2024,2,Fevereiro,Com. Leves,Total,46,CITROEN/BERLINGO,3
2024,2,Fevereiro,Autos,Total,47,BMW/X1,384
2024,2,Fevereiro,Com. Leves,Total,47,GMC/HUMMER EV EDITION 1,3
2024,2,Fevereiro,Autos,Total,48,NISSAN/SENTRA,356
2024,2,Fevereiro,Com. Leves,Total,48,IVECO/DAILY 35-180,3
2024,2,Fevereiro,Autos,Total,49,VW/TIGUAN,279
2024,2,Fevereiro,Com. Leves,Total,49,MON/PROTOTIPO,3
2024,2,Fevereiro,Autos,Total,50,VW/JETTA,277
