ano,mes_num,mes_nome,segmento,categoria,rank,modelo,quantidade_mes,participacao_categoria_pct
2022,1,Janeiro,Autos,Veículos de Entrada,1,VW/GOL,3435,35.14
2022,1,Janeiro,Autos,Veículos de Entrada,2,RENAULT/KWID,3180,32.53
2022,1,Janeiro,Autos,Veículos de Entrada,3,FIAT/MOBI,2528,25.86
2022,1,Janeiro,Autos,Veículos de Entrada,4,FIAT/UNO,622,6.36
2022,1,Janeiro,Autos,Veículos de Entrada,5,VW/FUSCA,10,0.1
2022,1,Janeiro,Autos,Veículos de Entrada,6,VW/UP,1,0.01
2022,1,Janeiro,Autos,Veículos de Entrada,7,FIAT/PALIO,0,0
2022,1,Janeiro,Autos,Veículos de Entrada,8,TOYOTA/ETIOS HB,0,0
2022,1,Janeiro,Autos,Hatch Pequenos,1,HYUNDAI/HB20,5634,32.14
2022,1,Janeiro,Autos,Hatch Pequenos,2,GM/ONIX,5205,29.69
2022,1,Janeiro,Autos,Hatch Pequenos,3,FIAT/ARGO,2676,15.26
2022,1,Janeiro,Autos,Hatch Pequenos,4,PEUGEOT/208,1989,11.35
2022,1,Janeiro,Autos,Hatch Pequenos,5,TOYOTA/YARIS HB,955,5.45
2022,1,Janeiro,Autos,Hatch Pequenos,6,RENAULT/SANDERO,607,3.46
2022,1,Janeiro,Autos,Hatch Pequenos,7,VW/POLO,253,1.44
2022,1,Janeiro,Autos,Hatch Pequenos,8,MINI/COOPER,75,0.43
2022,1,Janeiro,Autos,Hatch Pequenos,9,RENAULT/ZOE,51,0.29
2022,1,Janeiro,Autos,Hatch Pequenos,10,JAC/E-JS1,30,0.17
2022,1,Janeiro,Autos,Hatch Pequenos,11,VW/FOX/CROSS FOX,23,0.13
2022,1,Janeiro,Autos,Hatch Pequenos,12,FIAT/500E,19,0.11
2022,1,Janeiro,Autos,Hatch Médios,1,AUDI/A3,48,37.8
2022,1,Janeiro,Autos,Hatch Médios,2,NISSAN/LEAF,41,32.28
2022,1,Janeiro,Autos,Hatch Médios,3,GM/CRUZE HB,21,16.54
2022,1,Janeiro,Autos,Hatch Médios,4,BMW/I3,12,9.45
2022,1,Janeiro,Autos,Hatch Médios,5,M.BENZ/CLASSE A,3,2.36
2022,1,Janeiro,Autos,Hatch Médios,6,FORD/FOCUS,2,1.57
2022,1,Janeiro,Autos,Sedans Pequenos,1,HYUNDAI/HB20S,2391,40.65
2022,1,Janeiro,Autos,Sedans Pequenos,2,FIAT/CRONOS,1732,29.45
2022,1,Janeiro,Autos,Sedans Pequenos,3,FIAT/SIENA,666,11.32
2022,1,Janeiro,Autos,Sedans Pequenos,4,RENAULT/LOGAN,607,10.32
2022,1,Janeiro,Autos,Sedans Pequenos,5,VW/VOYAGE,479,8.14
2022,1,Janeiro,Autos,Sedans Pequenos,6,FORD/KA SEDAN,2,0.03
2022,1,Janeiro,Autos,Sedans Pequenos,7,NISSAN/VERSA,2,0.03
2022,1,Janeiro,Autos,Sedans Pequenos,8,TOYOTA/ETIOS SEDAN,2,0.03
2022,1,Janeiro,Autos,Sedans Pequenos,9,GM/PRISMA,1,0.02
2022,1,Janeiro,Autos,Sedans Pequenos,10,NISSAN/V-DRIVE,0,0
2022,1,Janeiro,Autos,Sedans Compactos,1,GM/ONIX PLUS,3431,53.25
2022,1,Janeiro,Autos,Sedans Compactos,2,HONDA/CITY,1011,15.69
2022,1,Janeiro,Autos,Sedans Compactos,3,NISSAN/VERSA,794,12.32
2022,1,Janeiro,Autos,Sedans Compactos,4,VW/VIRTUS,612,9.5
2022,1,Janeiro,Autos,Sedans Compactos,5,TOYOTA/YARIS SEDAN,593,9.2
2022,1,Janeiro,Autos,Sedans Compactos,6,CAOA CHERY/ARRIZO 5,2,0.03
2022,1,Janeiro,Autos,Sedans médios,1,TOYOTA/COROLLA,2142,51.37
2022,1,Janeiro,Autos,Sedans médios,2,HONDA/CIVIC,1133,27.17
2022,1,Janeiro,Autos,Sedans médios,3,GM/CRUZE SEDAN,458,10.98
2022,1,Janeiro,Autos,Sedans médios,4,CAOA CHERY/ARRIZO 6,270,6.47
2022,1,Janeiro,Autos,Sedans médios,5,AUDI/A3 SEDAN,60,1.44
2022,1,Janeiro,Autos,Sedans médios,6,KIA/CERATO,4,1.06
2022,1,Janeiro,Autos,Sedans médios,7,VW/JETTA,26,0.62
2022,1,Janeiro,Autos,Sedans médios,8,AUDI/A5,18,0.43
2022,1,Janeiro,Autos,Sedans médios,9,BMW/M235I,5,0.12
2022,1,Janeiro,Autos,Sedans médios,10,BMW/M440I,4,0.1
2022,1,Janeiro,Autos,Sedans médios,11,BMW/218I,3,0.07
2022,1,Janeiro,Autos,Sedans médios,12,M.BENZ/CLASSE A,3,0.07
2022,1,Janeiro,Autos,Sedans médios,13,BMW/420I,2,0.05
2022,1,Janeiro,Autos,Sedans médios,14,M.BENZ/CLA35,2,0.05
2022,1,Janeiro,Autos,Sedans médios,15,BMW/430I,0,0
2022,1,Janeiro,Autos,Sedans médios,16,GM/IMPALA,0,0
2022,1,Janeiro,Autos,Sedans médios,17,M.BENZ/CLA45,0,0
2022,1,Janeiro,Autos,Sedans Grandes,1,BMW/320I,259,51.59
2022,1,Janeiro,Autos,Sedans Grandes,2,M.BENZ/CLASSE C,138,27.49
2022,1,Janeiro,Autos,Sedans Grandes,3,AUDI/A4,25,4.98
2022,1,Janeiro,Autos,Sedans Grandes,4,BMW/330E,17,3.39
2022,1,Janeiro,Autos,Sedans Grandes,5,PORSCHE/PANAMERA,14,2.79
2022,1,Janeiro,Autos,Sedans Grandes,6,BMW/M340I,6,1.2
2022,1,Janeiro,Autos,Sedans Grandes,7,HONDA/ACCORD,6,1.2
2022,1,Janeiro,Autos,Sedans Grandes,8,AUDI/E TRON GT,5,1.0
2022,1,Janeiro,Autos,Sedans Grandes,9,BMW/530E,5,1.0
2022,1,Janeiro,Autos,Sedans Grandes,10,M.BENZ/CLA250,5,1.0
2022,1,Janeiro,Autos,Sedans Grandes,11,VOLVO/S90,4,0.8
2022,1,Janeiro,Autos,Sedans Grandes,12,TESLA/MODEL S,4,0.8
2022,1,Janeiro,Autos,Sw Médios,1,FIAT/PALIO WEEKEND,1,100.0
2022,1,Janeiro,Autos,Sw Médios,2,VW/SPACE FOX,0,0
2022,1,Janeiro,Autos,Sw Grandes,1,AUDI/RS6 AVANT,2,66.67
2022,1,Janeiro,Autos,Sw Grandes,2,GM/CARAVAN,1,33.33
2022,1,Janeiro,Autos,Sw Grandes,3,AUDI/RS4 AVANT,0,0
2022,1,Janeiro,Autos,Monocab,1,HONDA/FIT,154,75.86
2022,1,Janeiro,Autos,Monocab,2,FIAT/DOBLO,48,23.65
2022,1,Janeiro,Autos,Monocab,3,GM/BOLT,1,0.49
2022,1,Janeiro,Autos,Grandcab,1,GM/SPIN,513,90.96
2022,1,Janeiro,Autos,Grandcab,2,KIA/CARNIVAL,49,8.69
2022,1,Janeiro,Autos,Grandcab,3,CHRYSLER/PACIFICA,1,0.18
2022,1,Janeiro,Autos,Grandcab,4,TOYOTA/SIENNA,1,0.18
2022,1,Janeiro,Autos,Sports,1,FORD/MUSTANG,48,36.92
2022,1,Janeiro,Autos,Sports,2,PORSCHE/TAYCAN,21,16.15
2022,1,Janeiro,Autos,Sports,3,PORSCHE/911,16,12.31
2022,1,Janeiro,Autos,Sports,4,PORSCHE/BOXSTER,10,7.69
2022,1,Janeiro,Autos,Sports,5,PORSCHE/CAYMAN,8,6.15
2022,1,Janeiro,Autos,Sports,6,BMW/M3,5,3.85
2022,1,Janeiro,Autos,Sports,7,GM/CORVETTE,5,3.85
2022,1,Janeiro,Autos,Sports,8,AUDI/TT,3,2.31
2022,1,Janeiro,Autos,Sports,9,M.BENZ/AMG GT BS,3,2.31
2022,1,Janeiro,Autos,Suv's,1,JEEP/RENEGADE,4999,10.67
2022,1,Janeiro,Autos,Suv's,2,JEEP/COMPASS,4905,10.47
2022,1,Janeiro,Autos,Suv's,3,HYUNDAI/CRETA,4175,8.91
2022,1,Janeiro,Autos,Suv's,4,VW/T CROSS,3761,8.03
2022,1,Janeiro,Autos,Suv's,5,FIAT/PULSE,3192,6.82
2022,1,Janeiro,Autos,Suv's,6,TOYOTA/COROLLA CROSS,2478,5.29
2022,1,Janeiro,Autos,Suv's,7,GM/TRACKER,2376,5.07
2022,1,Janeiro,Autos,Suv's,8,CITROEN/C4 CACTUS,2283,4.87
2022,1,Janeiro,Autos,Suv's,9,HONDA/HR-V,1792,3.83
2022,1,Janeiro,Autos,Suv's,10,NISSAN/KICKS,1682,3.59
2022,1,Janeiro,Autos,Suv's,11,PEUGEOT/2008,1631,3.48
2022,1,Janeiro,Autos,Suv's,12,RENAULT/DUSTER,1445,3.09
2022,1,Janeiro,Autos,Suv's,13,JEEP/COMMANDER,1437,3.07
2022,1,Janeiro,Autos,Suv's,14,VW/NIVUS,1384,2.96
2022,1,Janeiro,Autos,Suv's,15,CAOA CHERY/TIGGO 3X,1023,2.18
2022,1,Janeiro,Autos,Suv's,16,VW/TAOS,946,2.02
2022,1,Janeiro,Autos,Suv's,17,TOYOTA/HILUX SW4,889,1.9
2022,1,Janeiro,Autos,Suv's,18,CAOA CHERY/TIGGO 8,670,1.43
2022,1,Janeiro,Autos,Suv's,19,HONDA/WR-V,600,1.28
2022,1,Janeiro,Autos,Suv's,20,CAOA CHERY/TIGGO 5X,598,1.28
2022,1,Janeiro,Autos,Suv's,21,RENAULT/CAPTUR,567,1.21
2022,1,Janeiro,Autos,Suv's,22,CAOA CHERY/TIGGO 7,512,1.09
2022,1,Janeiro,Autos,Suv's,23,GM/TRAILBLAZER,347,0.74
2022,1,Janeiro,Autos,Suv's,24,HYUNDAI/TUCSON,220,0.47
2022,1,Janeiro,Autos,Suv's,25,M.BENZ/CLASSE GLB,219,0.47
2022,1,Janeiro,Autos,Suv's,26,VOLVO/XC40,219,0.47
2022,1,Janeiro,Autos,Suv's,27,VOLVO/XC60,198,0.42
2022,1,Janeiro,Autos,Suv's,28,MITSUBISHI/OUTLANDER,184,0.39
2022,1,Janeiro,Autos,Suv's,29,AUDI/Q5,166,0.35
2022,1,Janeiro,Autos,Suv's,30,MITSUBISHI/ECLIPSE CROSS,139,0.3
2022,1,Janeiro,Autos,Suv's,31,BMW/X1,136,0.29
2022,1,Janeiro,Autos,Suv's,32,FORD/TERRITORY,119,0.25
2022,1,Janeiro,Autos,Suv's,33,LAND ROVER/DISCOVERY,92,0.2
2022,1,Janeiro,Autos,Suv's,34,LAND ROVER/DEFENDER,8,0.19
2022,1,Janeiro,Autos,Suv's,35,AUDI/Q3,86,0.18
2022,1,Janeiro,Autos,Suv's,36,MITSUBISHI/PAJERO,78,0.17
2022,1,Janeiro,Autos,Suv's,37,SUBARU/XV,76,0.16
2022,1,Janeiro,Autos,Suv's,38,BMW/X5,74,0.16
2022,1,Janeiro,Autos,Suv's,39,BMW/X3,71,0.15
2022,1,Janeiro,Autos,Suv's,40,FORD/BRONCO,71,0.15
2022,1,Janeiro,Com. Leves,Pick-up's Pequenas,1,FIAT/STRADA,6716,84.99
2022,1,Janeiro,Com. Leves,Pick-up's Pequenas,2,VW/SAVEIRO,1180,14.93
2022,1,Janeiro,Com. Leves,Pick-up's Pequenas,3,PEUGEOT/PARTNER,3,0.04
2022,1,Janeiro,Com. Leves,Pick-up's Pequenas,4,GM/MONTANA,2,0.03
2022,1,Janeiro,Com. Leves,Pick-up's Pequenas,5,FORD/RANCHERO,1,0.01
2022,1,Janeiro,Com. Leves,Pick-up's Grandes,1,FIAT/TORO,3293,26.1
2022,1,Janeiro,Com. Leves,Pick-up's Grandes,2,TOYOTA/HILUX,2912,23.08
2022,1,Janeiro,Com. Leves,Pick-up's Grandes,3,RENAULT/OROCH,1447,11.47
2022,1,Janeiro,Com. Leves,Pick-up's Grandes,4,FORD/RANGER,1221,9.68
2022,1,Janeiro,Com. Leves,Pick-up's Grandes,5,VW/AMAROK,954,7.56
2022,1,Janeiro,Com. Leves,Pick-up's Grandes,6,NISSAN/FRONTIER,950,7.53
2022,1,Janeiro,Com. Leves,Pick-up's Grandes,7,MITSUBISHI/L200,826,6.55
2022,1,Janeiro,Com. Leves,Pick-up's Grandes,8,GM/S10,739,5.86
2022,1,Janeiro,Com. Leves,Pick-up's Grandes,9,RAM/2500,252,2.0
2022,1,Janeiro,Com. Leves,Pick-up's Grandes,10,EFFA/V22,12,0.1
2022,1,Janeiro,Com. Leves,Pick-up's Grandes,11,RAM/1500,3,0.02
2022,1,Janeiro,Com. Leves,Furgões,1,RENAULT/MASTER,623,25.11
2022,1,Janeiro,Com. Leves,Furgões,2,FIAT/DUCATO,452,18.22
2022,1,Janeiro,Com. Leves,Furgões,3,PEUGEOT/EXPERT,398,16.04
2022,1,Janeiro,Com. Leves,Furgões,4,CITROEN/JUMPY,198,7.98
2022,1,Janeiro,Com. Leves,Furgões,5,VW/MAN/EXPRESS,172,6.93
2022,1,Janeiro,Com. Leves,Furgões,6,KIA/K2500,151,6.09
2022,1,Janeiro,Com. Leves,Furgões,7,IVECO/DAILY 35-150,149,6.01
2022,1,Janeiro,Com. Leves,Furgões Pequenos,1,FIAT/FIORINO,1343,96.62
2022,1,Janeiro,Com. Leves,Furgões Pequenos,2,PEUGEOT/PARTNER,36,2.59
2022,1,Janeiro,Com. Leves,Furgões Pequenos,3,FIAT/DOBLO,1,0.79
2022,1,Janeiro,Com. Leves,Furgões Pequenos,4,CITROEN/BERLINGO,0,0
2022,1,Janeiro,Caminhões,Semi-Leve,1,M.BENZ/SPRINTER 416,163,43.47
2022,1,Janeiro,Caminhões,Semi-Leve,2,M.BENZ/SPRINTER 516,57,15.2
2022,1,Janeiro,Caminhões,Semi-Leve,3,IVECO/DAILY 45-170,5,14.67
2022,1,Janeiro,Caminhões,Semi-Leve,4,IVECO/DAILY 65-170,4,11.73
2022,1,Janeiro,Caminhões,Semi-Leve,5,IVECO/DAILY 55-170,23,6.13
2022,1,Janeiro,Caminhões,Semi-Leve,6,VW/MAN/6.160,23,6.13
2022,1,Janeiro,Caminhões,Semi-Leve,7,M.BENZ/SPRINTER,4,1.07
2022,1,Janeiro,Caminhões,Semi-Leve,8,M.BENZ/SPRINTER 415,4,1.07
2022,1,Janeiro,Caminhões,Semi-Leve,9,FORD/F350,1,0.27
2022,1,Janeiro,Caminhões,Semi-Leve,10,VW/MAN/4.150,1,0.27
2022,1,Janeiro,Caminhões,Leve,1,M.BENZ/ACCELO 1016,291,35.4
2022,1,Janeiro,Caminhões,Leve,2,VW/MAN/9.170,245,29.81
2022,1,Janeiro,Caminhões,Leve,3,M.BENZ/ACCELO 815,174,21.17
2022,1,Janeiro,Caminhões,Leve,4,JAC/IEV1200T,38,4.62
2022,1,Janeiro,Caminhões,Leve,5,IVECO/TECTOR 9-190,37,4.5
2022,1,Janeiro,Caminhões,Leve,6,HYUNDAI/HD 80,25,3.04
2022,1,Janeiro,Caminhões,Leve,7,AGRALE/A8700,2,0.24
2022,1,Janeiro,Caminhões,Leve,8,IVECO/DAILY 70C17,2,0.24
2022,1,Janeiro,Caminhões,Leve,9,M.BENZ/ACCELO 915,2,0.24
2022,1,Janeiro,Caminhões,Leve,10,FORD/CARGO 712,1,0.12
2022,1,Janeiro,Caminhões,Médio,1,VW/MAN/11.180,393,53.25
2022,1,Janeiro,Caminhões,Médio,2,IVECO/TECTOR 11-190,106,14.36
2022,1,Janeiro,Caminhões,Médio,3,VW/MAN/14.190,61,8.27
2022,1,Janeiro,Caminhões,Médio,4,M.BENZ/ACCELO 1316,60,8.13
2022,1,Janeiro,Caminhões,Médio,5,M.BENZ/ATEGO 1419,41,5.56
2022,1,Janeiro,Caminhões,Médio,6,VW/MAN/13.180,41,5.56
2022,1,Janeiro,Caminhões,Médio,7,VW/MAN/E-DELIVERY,24,3.25
2022,1,Janeiro,Caminhões,Médio,8,M.BENZ/1418,6,0.81
2022,1,Janeiro,Caminhões,Médio,9,AGRALE/14000,2,0.27
2022,1,Janeiro,Caminhões,Médio,10,AGRALE/A10000,1,0.14
2022,1,Janeiro,Caminhões,Semi-Pesado,1,VOLVO/VM 270,298,12.92
2022,1,Janeiro,Caminhões,Semi-Pesado,2,VW/MAN/24.280,233,10.1
2022,1,Janeiro,Caminhões,Semi-Pesado,3,M.BENZ/ATEGO 2426,216,9.36
2022,1,Janeiro,Caminhões,Semi-Pesado,4,VW/MAN/24.260,167,7.24
2022,1,Janeiro,Caminhões,Semi-Pesado,5,M.BENZ/ATEGO 1719,159,6.89
2022,1,Janeiro,Caminhões,Semi-Pesado,6,VW/MAN/17.190,151,6.55
2022,1,Janeiro,Caminhões,Semi-Pesado,7,VOLVO/VM 330,123,5.33
2022,1,Janeiro,Caminhões,Semi-Pesado,8,IVECO/TECTOR 240,114,4.94
2022,1,Janeiro,Caminhões,Semi-Pesado,9,M.BENZ/ATEGO 3030,97,4.2
2022,1,Janeiro,Caminhões,Semi-Pesado,10,VW/MAN/17.230,94,4.07
2022,1,Janeiro,Caminhões,Pesado,1,VOLVO/FH 540,776,18.16
2022,1,Janeiro,Caminhões,Pesado,2,DAF/XF,499,11.68
2022,1,Janeiro,Caminhões,Pesado,3,VOLVO/FH 460,310,7.25
2022,1,Janeiro,Caminhões,Pesado,4,SCANIA/R450,263,6.15
2022,1,Janeiro,Caminhões,Pesado,5,M.BENZ/ACTROS 2651,201,4.7
2022,1,Janeiro,Caminhões,Pesado,6,SCANIA/R540,154,3.6
2022,1,Janeiro,Caminhões,Pesado,7,M.BENZ/ATEGO 2730,151,3.53
2022,1,Janeiro,Caminhões,Pesado,8,VW/MAN/28.460,150,3.51
2022,1,Janeiro,Caminhões,Pesado,9,VW/MAN/29.520,144,3.37
2022,1,Janeiro,Caminhões,Pesado,10,IVECO/STRALIS 800S44TZ,135,3.16
2022,1,Janeiro,Motos,City,1,HONDA/CG 160,23938,65.41
2022,1,Janeiro,Motos,City,2,YAMAHA/YBR 150,3510,9.59
2022,1,Janeiro,Motos,City,3,HONDA/CB 250F TWISTER,3008,8.22
2022,1,Janeiro,Motos,City,4,YAMAHA/FAZER 250,2378,6.5
2022,1,Janeiro,Motos,City,5,YAMAHA/YS150 FAZER,1892,5.17
2022,1,Janeiro,Motos,City,6,YAMAHA/YBR 125,1184,3.24
2022,1,Janeiro,Motos,City,7,HONDA/CG150,159,0.43
2022,1,Janeiro,Motos,City,8,HAOJUE/DK150,110,0.3
2022,1,Janeiro,Motos,City,9,HAOJUE/CHOPPER,89,0.24
2022,1,Janeiro,Motos,City,10,VOLTZ/EVS,89,0.24
2022,1,Janeiro,Motos,Custom,1,ROYAL ENFIELD/METEOR,172,37.07
2022,1,Janeiro,Motos,Custom,2,KAWASAKI/VULCAN S,63,13.58
2022,1,Janeiro,Motos,Custom,3,ROYAL ENFIELD/INTERCEPTOR,57,12.28
2022,1,Janeiro,Motos,Custom,4,H.DAVIDSON/FL FBS,31,6.68
2022,1,Janeiro,Motos,Custom,5,H.DAVIDSON/FX FBS,31,6.68
2022,1,Janeiro,Motos,Custom,6,ROYAL ENFIELD/CONTINENTAL GT,30,6.47
2022,1,Janeiro,Motos,Custom,7,TRIUMPH/BONNEVILLE,24,5.17
2022,1,Janeiro,Motos,Custom,8,H.DAVIDSON/FL SB,13,2.8
2022,1,Janeiro,Motos,Custom,9,H.DAVIDSON/FX BRS,12,2.59
2022,1,Janeiro,Motos,Custom,10,H.DAVIDSON/FLHCS,7,1.51
2022,1,Janeiro,Motos,Trail/Fun,1,HONDA/NXR160,9350,57.21
2022,1,Janeiro,Motos,Trail/Fun,2,HONDA/XRE 300,2078,12.72
2022,1,Janeiro,Motos,Trail/Fun,3,HONDA/XRE 190,1429,8.74
2022,1,Janeiro,Motos,Trail/Fun,4,YAMAHA/XTZ 250,1346,8.24
2022,1,Janeiro,Motos,Trail/Fun,5,YAMAHA/XTZ150,1237,7.57
2022,1,Janeiro,Motos,Trail/Fun,6,SHINERAY/XY 125,520,3.18
2022,1,Janeiro,Motos,Trail/Fun,7,BMW/G310 GS,154,0.94
2022,1,Janeiro,Motos,Trail/Fun,8,DAFRA/NH 190,79,0.48
2022,1,Janeiro,Motos,Trail/Fun,9,HONDA/NXR150,6,0.4
2022,1,Janeiro,Motos,Trail/Fun,10,KAWASAKI/VERSYS 300,65,0.4
2022,1,Janeiro,Motos,Maxtrail,1,HONDA/CB 500X,284,20.58
2022,1,Janeiro,Motos,Maxtrail,2,TRIUMPH/TIGER 900,255,18.48
2022,1,Janeiro,Motos,Maxtrail,3,BMW/R1250GS,254,18.41
2022,1,Janeiro,Motos,Maxtrail,4,ROYAL ENFIELD/HIMALAYAN,212,15.36
2022,1,Janeiro,Motos,Maxtrail,5,HONDA/NC 750X,101,7.32
2022,1,Janeiro,Motos,Maxtrail,6,HONDA/CRF 1100L,69,5.0
2022,1,Janeiro,Motos,Maxtrail,7,KAWASAKI/VERSYS,57,4.13
2022,1,Janeiro,Motos,Maxtrail,8,BMW/F850 GS,41,2.97
2022,1,Janeiro,Motos,Maxtrail,9,KTM/890,29,2.1
2022,1,Janeiro,Motos,Maxtrail,10,KAWASAKI/VERSYS 1000,2,1.59
2022,1,Janeiro,Motos,Naked/Roadster,1,YAMAHA/MT03,637,33.97
2022,1,Janeiro,Motos,Naked/Roadster,2,HONDA/CB 500,373,19.89
2022,1,Janeiro,Motos,Naked/Roadster,3,HONDA/CB 650,276,14.72
2022,1,Janeiro,Motos,Naked/Roadster,4,YAMAHA/MT07,114,6.08
2022,1,Janeiro,Motos,Naked/Roadster,5,YAMAHA/MT09,107,5.71
2022,1,Janeiro,Motos,Naked/Roadster,6,KAWASAKI/Z400,91,4.85
2022,1,Janeiro,Motos,Naked/Roadster,7,KAWASAKI/Z900,47,2.51
2022,1,Janeiro,Motos,Naked/Roadster,8,KAWASAKI/Z1000,4,2.35
2022,1,Janeiro,Motos,Naked/Roadster,9,TRIUMPH/TRIDENT 660,3,1.76
2022,1,Janeiro,Motos,Naked/Roadster,10,SUZUKI/GSX-S750,26,1.39
2022,1,Janeiro,Motos,Scooter/Cub,1,HONDA/BIZ,12571,39.23
2022,1,Janeiro,Motos,Scooter/Cub,2,HONDA/POP 110I,9585,29.91
2022,1,Janeiro,Motos,Scooter/Cub,3,YAMAHA/NMAX,3195,9.97
2022,1,Janeiro,Motos,Scooter/Cub,4,HONDA/PCX 150,1589,4.96
2022,1,Janeiro,Motos,Scooter/Cub,5,HONDA/ELITE 125,1358,4.24
2022,1,Janeiro,Motos,Scooter/Cub,6,HONDA/ADV 150,857,2.67
2022,1,Janeiro,Motos,Scooter/Cub,7,SHINERAY/XY 50,807,2.52
2022,1,Janeiro,Motos,Scooter/Cub,8,YAMAHA/NEO 125,770,2.4
2022,1,Janeiro,Motos,Scooter/Cub,9,YAMAHA/XMAX 250,457,1.43
2022,1,Janeiro,Motos,Scooter/Cub,10,VOLTZ/EV01,232,0.72
2022,1,Janeiro,Motos,Sport,1,YAMAHA/YZF R3,110,30.14
2022,1,Janeiro,Motos,Sport,2,KAWASAKI/NINJA 400,92,25.21
2022,1,Janeiro,Motos,Sport,3,BMW/S1000 R,73,20.0
2022,1,Janeiro,Motos,Sport,4,KAWASAKI/NINJA ZX 6,34,9.32
2022,1,Janeiro,Motos,Sport,5,KAWASAKI/NINJA 650,24,6.58
2022,1,Janeiro,Motos,Sport,6,KAWASAKI/NINJA ZX10,13,3.56
2022,1,Janeiro,Motos,Sport,7,DUCATI/PANIGALE V4,10,2.74
2022,1,Janeiro,Motos,Sport,8,HONDA/CBR 1000RR,3,0.82
2022,1,Janeiro,Motos,Sport,9,SUZUKI/GSXR1000,3,0.82
2022,1,Janeiro,Motos,Sport,10,DUCATI/SUPERSPORT S,1,0.27
2022,1,Janeiro,Motos,Touring,1,H.DAVIDSON/FL TRK,17,28.33
2022,1,Janeiro,Motos,Touring,2,H.DAVIDSON/FLHTK,17,28.33
2022,1,Janeiro,Motos,Touring,3,H.DAVIDSON/FLH RXS,8,13.33
2022,1,Janeiro,Motos,Touring,4,H.DAVIDSON/FLT,8,13.33
2022,1,Janeiro,Motos,Touring,5,BMW/R1250 RT,5,8.33
2022,1,Janeiro,Motos,Touring,6,H.DAVIDSON/FLHX,4,6.67
2022,1,Janeiro,Motos,Touring,7,BMW/K 1600,1,1.67
2022,2,Fevereiro,Autos,Veículos de Entrada,1,RENAULT/KWID,4262,37.29
2022,2,Fevereiro,Autos,Veículos de Entrada,2,FIAT/MOBI,4162,33.51
2022,2,Fevereiro,Autos,Veículos de Entrada,3,VW/GOL,1710,25.78
2022,2,Fevereiro,Autos,Veículos de Entrada,4,FIAT/UNO,46,3.35
2022,2,Fevereiro,Autos,Veículos de Entrada,5,VW/FUSCA,2,0.06
2022,2,Fevereiro,Autos,Veículos de Entrada,6,VW/UP,1,0.01
2022,2,Fevereiro,Autos,Veículos de Entrada,7,GM/CELTA,1,0.01
2022,2,Fevereiro,Autos,Hatch Pequenos,1,HYUNDAI/HB20,6161,29.7
2022,2,Fevereiro,Autos,Hatch Pequenos,2,GM/ONIX,6541,29.57
2022,2,Fevereiro,Autos,Hatch Pequenos,3,FIAT/ARGO,4321,17.62
2022,2,Fevereiro,Autos,Hatch Pequenos,4,PEUGEOT/208,1847,9.66
2022,2,Fevereiro,Autos,Hatch Pequenos,5,TOYOTA/YARIS HB,2067,7.61
2022,2,Fevereiro,Autos,Hatch Pequenos,6,RENAULT/SANDERO,469,2.71
2022,2,Fevereiro,Autos,Hatch Pequenos,7,VW/POLO,295,1.38
2022,2,Fevereiro,Autos,Hatch Pequenos,8,HONDA/CITY HATCH,245,0.62
2022,2,Fevereiro,Autos,Hatch Pequenos,9,MINI/COOPER,64,0.35
2022,2,Fevereiro,Autos,Hatch Pequenos,10,FIAT/500E,8,0.27
2022,2,Fevereiro,Autos,Hatch Pequenos,11,JAC/E-JS1,48,0.2
2022,2,Fevereiro,Autos,Hatch Pequenos,12,RENAULT/ZOE,5,0.14
2022,2,Fevereiro,Autos,Hatch Médios,1,NISSAN/LEAF,49,34.22
2022,2,Fevereiro,Autos,Hatch Médios,2,AUDI/A3,28,28.9
2022,2,Fevereiro,Autos,Hatch Médios,3,GM/CRUZE HB,53,28.14
2022,2,Fevereiro,Autos,Hatch Médios,4,BMW/I3,0,4.56
2022,2,Fevereiro,Autos,Hatch Médios,5,M.BENZ/CLASSE A,2,1.9
2022,2,Fevereiro,Autos,Hatch Médios,6,FORD/FOCUS,0,0.76
2022,2,Fevereiro,Autos,Sedans Pequenos,1,HYUNDAI/HB20S,2055,34.29
2022,2,Fevereiro,Autos,Sedans Pequenos,2,FIAT/SIENA,2637,25.47
2022,2,Fevereiro,Autos,Sedans Pequenos,3,FIAT/CRONOS,839,19.82
2022,2,Fevereiro,Autos,Sedans Pequenos,4,RENAULT/LOGAN,1363,15.19
2022,2,Fevereiro,Autos,Sedans Pequenos,5,VW/VOYAGE,187,5.14
2022,2,Fevereiro,Autos,Sedans Pequenos,6,NISSAN/VERSA,2,0.03
2022,2,Fevereiro,Autos,Sedans Pequenos,7,GM/PRISMA,2,0.02
2022,2,Fevereiro,Autos,Sedans Pequenos,8,FORD/KA SEDAN,0,0.02
2022,2,Fevereiro,Autos,Sedans Pequenos,9,TOYOTA/ETIOS SEDAN,0,0.02
2022,2,Fevereiro,Autos,Sedans Pequenos,10,GM/CORSA SEDAN,1,0.01
2022,2,Fevereiro,Autos,Sedans Compactos,1,GM/ONIX PLUS,4489,50.06
2022,2,Fevereiro,Autos,Sedans Compactos,2,HONDA/CITY,2326,21.09
2022,2,Fevereiro,Autos,Sedans Compactos,3,NISSAN/VERSA,1056,11.69
2022,2,Fevereiro,Autos,Sedans Compactos,4,TOYOTA/YARIS SEDAN,1202,11.34
