ano,mes_num,mes_nome,segmento,categoria,rank,modelo,quantidade_mes,participacao_categoria_pct
2023,3,Março,Com. Leves,Pick-up's Pequenas,3,GM/MONTANA,1,0.01
2023,3,Março,Com. Leves,Pick-up's Pequenas,4,PEUGEOT/PARTNER,1,0
2023,3,Março,Com. Leves,Pick-up's Grandes,1,FIAT/TORO,5607,24.82
2023,3,Março,Com. Leves,Pick-up's Grandes,2,TOYOTA/HILUX,4362,21.8
2023,3,Março,Com. Leves,Pick-up's Grandes,3,GM/S10,2701,12.85
2023,3,Março,Com. Leves,Pick-up's Grandes,4,GM/MONTANA,3987,9.1
2023,3,Março,Com. Leves,Pick-up's Grandes,5,FORD/RANGER,1978,8.18
2023,3,Março,Com. Leves,Pick-up's Grandes,6,RENAULT/OROCH,1208,5.43
2023,3,Março,Com. Leves,Pick-up's Grandes,7,MITSUBISHI/L200,952,5.18
2023,3,Março,Com. Leves,Pick-up's Grandes,8,NISSAN/FRONTIER,571,3.41
2023,3,Março,Com. Leves,Pick-up's Grandes,9,VW/AMAROK,601,3.33
2023,3,Março,Com. Leves,Pick-up's Grandes,10,RAM/3500,553,2.18
2023,3,Março,Com. Leves,Pick-up's Grandes,11,RAM/CLASSIC,251,1.19
2023,3,Março,Com. Leves,Furgões,1,RENAULT/MASTER,789,27.86
2023,3,Março,Com. Leves,Furgões,2,FIAT/SCUDO,378,12.68
2023,3,Março,Com. Leves,Furgões,3,FORD/TRANSIT,337,11.87
2023,3,Março,Com. Leves,Furgões,4,KIA/K2500,286,10.2
2023,3,Março,Com. Leves,Furgões,5,CITROEN/JUMPY,231,9.39
2023,3,Março,Com. Leves,Furgões,6,VW/MAN/EXPRESS,224,6.64
2023,3,Março,Com. Leves,Furgões,7,PEUGEOT/EXPERT,154,5.99
2023,3,Março,Com. Leves,Furgões Pequenos,1,FIAT/FIORINO,1634,93.06
2023,3,Março,Com. Leves,Furgões Pequenos,2,PEUGEOT/PARTNER,84,6.07
2023,3,Março,Com. Leves,Furgões Pequenos,3,BYD/T3,4,0.53
2023,3,Março,Com. Leves,Furgões Pequenos,4,FIAT/STRADA,7,0.29
2023,3,Março,Caminhões,Semi-Leve,1,M.BENZ/SPRINTER 416,186,46.14
2023,3,Março,Caminhões,Semi-Leve,2,M.BENZ/SPRINTER 516,102,17.69
2023,3,Março,Caminhões,Semi-Leve,3,IVECO/DAILY 65-170,4,10.48
2023,3,Março,Caminhões,Semi-Leve,4,IVECO/DAILY 45-170,41,8.15
2023,3,Março,Caminhões,Semi-Leve,5,VW/MAN/6.160,29,5.02
2023,3,Março,Caminhões,Semi-Leve,6,IVECO/DAILY 55-170,26,4.29
2023,3,Março,Caminhões,Semi-Leve,7,M.BENZ/SPRINTER 417,49,3.78
2023,3,Março,Caminhões,Semi-Leve,8,M.BENZ/SPRINTER,24,3.28
2023,3,Março,Caminhões,Semi-Leve,9,VW/MAN/4.160,0,0.44
2023,3,Março,Caminhões,Semi-Leve,10,M.BENZ/SPRINTER 415,2,0.22
2023,3,Março,Caminhões,Leve,1,M.BENZ/ACCELO 1016,286,38.48
2023,3,Março,Caminhões,Leve,2,VW/MAN/9.170,220,24.62
2023,3,Março,Caminhões,Leve,3,M.BENZ/ACCELO 815,186,20.61
2023,3,Março,Caminhões,Leve,4,IVECO/TECTOR 9-190,57,4.86
2023,3,Março,Caminhões,Leve,5,HYUNDAI/HD 80,40,4.31
2023,3,Março,Caminhões,Leve,6,JAC/IEV1200T,31,4.01
2023,3,Março,Caminhões,Leve,7,VW/MAN/9.180,18,0.81
2023,3,Março,Caminhões,Leve,8,FOTON/AUMARK S 6.5 T,5,0.51
2023,3,Março,Caminhões,Leve,9,IVECO/DAILY 70C17,5,0.47
2023,3,Março,Caminhões,Leve,10,AGRALE/A8700,7,0.43
2023,3,Março,Caminhões,Médio,1,VW/MAN/11.180,456,48.95
2023,3,Março,Caminhões,Médio,2,IVECO/TECTOR 11-190,121,14.87
2023,3,Março,Caminhões,Médio,3,VW/MAN/13.180,93,10.0
2023,3,Março,Caminhões,Médio,4,M.BENZ/ATEGO 1419,98,9.08
2023,3,Março,Caminhões,Médio,5,M.BENZ/ACCELO 1316,59,7.63
2023,3,Março,Caminhões,Médio,6,VW/MAN/14.190,78,6.23
2023,3,Março,Caminhões,Médio,7,FOTON/AUMARK S 11T,12,1.45
2023,3,Março,Caminhões,Médio,8,VW/MAN/E-DELIVERY,2,0.53
2023,3,Março,Caminhões,Médio,9,M.BENZ/ACCELO 1017,9,0.39
2023,3,Março,Caminhões,Médio,10,M.BENZ/1418,0,0.35
2023,3,Março,Caminhões,Semi-Pesado,1,VOLVO/VM 270,332,13.0
2023,3,Março,Caminhões,Semi-Pesado,2,VW/MAN/17.190,287,8.16
2023,3,Março,Caminhões,Semi-Pesado,3,VW/MAN/24.260,233,7.75
2023,3,Março,Caminhões,Semi-Pesado,4,VW/MAN/24.280,254,7.72
2023,3,Março,Caminhões,Semi-Pesado,5,M.BENZ/ATEGO 2426,233,7.05
2023,3,Março,Caminhões,Semi-Pesado,6,M.BENZ/ATEGO 1719,202,6.64
2023,3,Março,Caminhões,Semi-Pesado,7,VOLVO/VM 330,159,5.39
2023,3,Março,Caminhões,Semi-Pesado,8,IVECO/TECTOR 240,142,4.82
2023,3,Março,Caminhões,Semi-Pesado,9,VW/MAN/17.260,107,4.12
2023,3,Março,Caminhões,Semi-Pesado,10,M.BENZ/ATEGO 3030,127,4.06
2023,3,Março,Caminhões,Pesado,1,VOLVO/FH 540,364,11.92
2023,3,Março,Caminhões,Pesado,2,DAF/XF 530,274,6.52
2023,3,Março,Caminhões,Pesado,3,DAF/XF 480,193,5.76
2023,3,Março,Caminhões,Pesado,4,SCANIA/R450,98,5.64
2023,3,Março,Caminhões,Pesado,5,VOLVO/FH 460,206,5.34
2023,3,Março,Caminhões,Pesado,6,M.BENZ/ACTROS 2651,117,4.88
2023,3,Março,Caminhões,Pesado,7,M.BENZ/ATEGO 2730,190,4.22
2023,3,Março,Caminhões,Pesado,8,M.BENZ/AXOR 3131,189,3.71
2023,3,Março,Caminhões,Pesado,9,VW/MAN/29.520,75,3.57
2023,3,Março,Caminhões,Pesado,10,SCANIA/R540,105,3.4
2023,3,Março,Motos,City,1,HONDA/CG 160,39754,61.51
2023,3,Março,Motos,City,2,YAMAHA/YBR 150,4369,6.81
2023,3,Março,Motos,City,3,MOTTU/SPORT 110I,2834,6.8
2023,3,Março,Motos,City,4,YAMAHA/FAZER 250,4136,6.26
2023,3,Março,Motos,City,5,YAMAHA/FAZER 150,2630,4.65
2023,3,Março,Motos,City,6,HONDA/CB 300F,4310,4.07
2023,3,Março,Motos,City,7,YAMAHA/YS150 FAZER,2037,3.49
2023,3,Março,Motos,City,8,HONDA/CB 250F TWISTER,326,1.89
2023,3,Março,Motos,City,9,YAMAHA/YBR 125,997,1.39
2023,3,Março,Motos,City,10,HAOJUE/DK150,272,0.41
2023,3,Março,Motos,Custom,1,ROYAL ENFIELD/METEOR,388,33.17
2023,3,Março,Motos,Custom,2,ROYAL ENFIELD/CLASSIC 350,360,29.46
2023,3,Março,Motos,Custom,3,ROYAL ENFIELD/INTERCEPTOR,103,8.98
2023,3,Março,Motos,Custom,4,KAWASAKI/VULCAN S,97,8.05
2023,3,Março,Motos,Custom,5,ROYAL ENFIELD/CONTINENTAL GT,46,3.65
2023,3,Março,Motos,Custom,6,TRIUMPH/BONNEVILLE,51,2.68
2023,3,Março,Motos,Custom,7,BMW/R 18,17,2.37
2023,3,Março,Motos,Custom,8,H.DAVIDSON/FL FBS,25,2.0
2023,3,Março,Motos,Custom,9,TRIUMPH/SCRAMBLER 900,26,1.48
2023,3,Março,Motos,Custom,10,TRIUMPH/SPEED TWIN,15,1.2
2023,3,Março,Motos,Trail/Fun,1,HONDA/NXR160,14103,49.33
2023,3,Março,Motos,Trail/Fun,2,YAMAHA/XTZ 250,3931,15.21
2023,3,Março,Motos,Trail/Fun,3,HONDA/XRE 190,2626,10.83
2023,3,Março,Motos,Trail/Fun,4,HONDA/XRE 300,3048,9.72
2023,3,Março,Motos,Trail/Fun,5,YAMAHA/CROSSER 150,2790,8.99
2023,3,Março,Motos,Trail/Fun,6,SHINERAY/XY 125,830,3.2
2023,3,Março,Motos,Trail/Fun,7,BMW/G310 GS,227,0.76
2023,3,Março,Motos,Trail/Fun,8,DAFRA/NH 190,140,0.7
2023,3,Março,Motos,Trail/Fun,9,HAOJUE/NK 150,134,0.49
2023,3,Março,Motos,Trail/Fun,10,KAWASAKI/VERSYS 300,85,0.37
2023,3,Março,Motos,Maxtrail,1,BMW/R1250GS,570,18.27
2023,3,Março,Motos,Maxtrail,2,HONDA/CB 500X,388,16.32
2023,3,Março,Motos,Maxtrail,3,HONDA/NC 750X,281,10.88
2023,3,Março,Motos,Maxtrail,4,TRIUMPH/TIGER 900,240,10.85
2023,3,Março,Motos,Maxtrail,5,ROYAL ENFIELD/HIMALAYAN,210,9.58
2023,3,Março,Motos,Maxtrail,6,BMW/F850 GS,199,7.8
2023,3,Março,Motos,Maxtrail,7,KAWASAKI/VERSYS 650,148,5.46
2023,3,Março,Motos,Maxtrail,8,HONDA/CRF 1100L,103,4.81
2023,3,Março,Motos,Maxtrail,9,TRIUMPH/TIGER 1200,92,3.53
2023,3,Março,Motos,Maxtrail,10,BMW/F750 GS,39,2.94
2023,3,Março,Motos,Naked/Roadster,1,YAMAHA/MT03,806,32.35
2023,3,Março,Motos,Naked/Roadster,2,HONDA/CB 500,333,14.6
2023,3,Março,Motos,Naked/Roadster,3,YAMAHA/MT07,218,10.4
2023,3,Março,Motos,Naked/Roadster,4,YAMAHA/MT09,221,9.92
2023,3,Março,Motos,Naked/Roadster,5,HONDA/CB 650R,206,8.64
2023,3,Março,Motos,Naked/Roadster,6,KAWASAKI/Z900,113,4.77
2023,3,Março,Motos,Naked/Roadster,7,HONDA/CB 1000R,85,3.11
2023,3,Março,Motos,Naked/Roadster,8,KAWASAKI/Z400,84,2.95
2023,3,Março,Motos,Naked/Roadster,9,BMW/G310 R,62,2.29
2023,3,Março,Motos,Naked/Roadster,10,BMW/F900 R,4,1.45
2023,3,Março,Motos,Scooter/Cub,1,HONDA/BIZ,19543,40.83
2023,3,Março,Motos,Scooter/Cub,2,HONDA/POP 110I,12620,25.93
2023,3,Março,Motos,Scooter/Cub,3,HONDA/PCX 160,3026,6.66
2023,3,Março,Motos,Scooter/Cub,4,HONDA/ELITE 125,2198,4.96
2023,3,Março,Motos,Scooter/Cub,5,YAMAHA/NMAX,1692,3.64
2023,3,Março,Motos,Scooter/Cub,6,YAMAHA/NEO 125,1574,3.59
2023,3,Março,Motos,Scooter/Cub,7,HONDA/ADV 150,1509,3.07
2023,3,Março,Motos,Scooter/Cub,8,YAMAHA/FLUO 125,1168,2.54
2023,3,Março,Motos,Scooter/Cub,9,SHINERAY/XY 50,714,1.87
2023,3,Março,Motos,Scooter/Cub,10,AVELLOZ/AZ1,713,1.68
2023,3,Março,Motos,Sport,1,YAMAHA/YZF R3,212,35.57
2023,3,Março,Motos,Sport,2,BMW/S1000 R,123,22.6
2023,3,Março,Motos,Sport,3,KAWASAKI/NINJA 400,115,18.25
2023,3,Março,Motos,Sport,4,HONDA/CBR 650R,78,8.37
2023,3,Março,Motos,Sport,5,KAWASAKI/NINJA ZX 6,20,4.94
2023,3,Março,Motos,Sport,6,SUZUKI/GSX 1300,20,2.44
2023,3,Março,Motos,Sport,7,KAWASAKI/NINJA ZX10,1,1.78
2023,3,Março,Motos,Sport,8,DUCATI/PANIGALE V4,9,1.65
2023,3,Março,Motos,Sport,9,HONDA/CBR 1000RR,14,1.38
2023,3,Março,Motos,Sport,10,KAWASAKI/NINJA 300,17,1.12
2023,3,Março,Motos,Touring,1,H.DAVIDSON/FL TRK,27,25.82
2023,3,Março,Motos,Touring,2,H.DAVIDSON/FLHTK,15,19.23
2023,3,Março,Motos,Touring,3,H.DAVIDSON/FLH RXS,13,13.19
2023,3,Março,Motos,Touring,4,BMW/R1250 RT,13,12.09
2023,3,Março,Motos,Touring,5,H.DAVIDSON/FLHX,9,10.44
2023,3,Março,Motos,Touring,6,H.DAVIDSON/FLT,4,6.04
2023,3,Março,Motos,Touring,7,BMW/K 1600,4,5.49
2023,3,Março,Motos,Touring,8,HONDA/GOLDWING,2,5.49
2023,4,Abril,Autos,Veículos de Entrada,1,FIAT/MOBI,4686,44.99
2023,4,Abril,Autos,Veículos de Entrada,2,RENAULT/KWID,4152,41.82
2023,4,Abril,Autos,Veículos de Entrada,3,VW/GOL,318,13.06
2023,4,Abril,Autos,Veículos de Entrada,4,VW/FUSCA,8,0.08
2023,4,Abril,Autos,Veículos de Entrada,5,FIAT/UNO,1,0.03
2023,4,Abril,Autos,Veículos de Entrada,6,VW/UP,0,0.01
2023,4,Abril,Autos,Veículos de Entrada,7,FIAT/PALIO,0,0
2023,4,Abril,Autos,Veículos de Entrada,8,GM/CHEVETTE,1,0
2023,4,Abril,Autos,Veículos de Entrada,9,FIAT/147,0,0
2023,4,Abril,Autos,Hatch Pequenos,1,GM/ONIX,7376,23.93
2023,4,Abril,Autos,Hatch Pequenos,2,HYUNDAI/HB20,7143,19.32
2023,4,Abril,Autos,Hatch Pequenos,3,FIAT/ARGO,5475,16.94
2023,4,Abril,Autos,Hatch Pequenos,4,VW/POLO,6063,16.67
2023,4,Abril,Autos,Hatch Pequenos,5,TOYOTA/YARIS HB,1818,6.19
2023,4,Abril,Autos,Hatch Pequenos,6,CITROEN/C3,1965,5.63
2023,4,Abril,Autos,Hatch Pequenos,7,PEUGEOT/208,1901,5.27
2023,4,Abril,Autos,Hatch Pequenos,8,HONDA/CITY HATCH,867,4.04
2023,4,Abril,Autos,Hatch Pequenos,9,RENAULT/SANDERO,419,1.62
2023,4,Abril,Autos,Hatch Pequenos,10,MINI/COOPER,74,0.2
2023,4,Abril,Autos,Hatch Pequenos,11,JAC/E-JS1,34,0.1
2023,4,Abril,Autos,Hatch Pequenos,12,FIAT/500E,4,0.02
2023,4,Abril,Autos,Hatch Médios,1,GM/CRUZE HB,41,33.51
2023,4,Abril,Autos,Hatch Médios,2,NISSAN/LEAF,5,26.33
2023,4,Abril,Autos,Hatch Médios,3,AUDI/A3,20,26.06
2023,4,Abril,Autos,Hatch Médios,4,M.BENZ/CLASSE A,0,3.99
2023,4,Abril,Autos,Hatch Médios,5,BMW/118I,5,2.66
2023,4,Abril,Autos,Hatch Médios,6,BMW/I3,0,2.66
2023,4,Abril,Autos,Sedans Pequenos,1,FIAT/CRONOS,3701,54.2
2023,4,Abril,Autos,Sedans Pequenos,2,HYUNDAI/HB20S,1916,32.31
2023,4,Abril,Autos,Sedans Pequenos,3,VW/VOYAGE,1,9.92
2023,4,Abril,Autos,Sedans Pequenos,4,RENAULT/LOGAN,142,3.47
2023,4,Abril,Autos,Sedans Pequenos,5,FIAT/SIENA,3,0.07
2023,4,Abril,Autos,Sedans Pequenos,6,TOYOTA/ETIOS SEDAN,0,0.01
2023,4,Abril,Autos,Sedans Pequenos,7,FORD/FIESTA SEDAN,0,0
2023,4,Abril,Autos,Sedans Pequenos,8,FORD/KA SEDAN,0,0
2023,4,Abril,Autos,Sedans Pequenos,9,GM/CLASSIC,0,0
2023,4,Abril,Autos,Sedans Pequenos,10,GM/CORSA SEDAN,0,0
2023,4,Abril,Autos,Sedans Compactos,1,GM/ONIX PLUS,5295,61.38
2023,4,Abril,Autos,Sedans Compactos,2,VW/VIRTUS,2091,12.33
2023,4,Abril,Autos,Sedans Compactos,3,HONDA/CITY,964,11.37
2023,4,Abril,Autos,Sedans Compactos,4,TOYOTA/YARIS SEDAN,891,9.58
2023,4,Abril,Autos,Sedans Compactos,5,NISSAN/VERSA,632,5.33
2023,4,Abril,Autos,Sedans Compactos,6,FORD/CORCEL,1,0.01
2023,4,Abril,Autos,Sedans médios,1,TOYOTA/COROLLA,3261,82.59
2023,4,Abril,Autos,Sedans médios,2,NISSAN/SENTRA,450,6.15
2023,4,Abril,Autos,Sedans médios,3,GM/CRUZE SEDAN,117,2.27
2023,4,Abril,Autos,Sedans médios,4,HONDA/CIVIC,3,2.08
2023,4,Abril,Autos,Sedans médios,5,VW/JETTA,61,1.85
2023,4,Abril,Autos,Sedans médios,6,CAOA CHERY/ARRIZO 6,71,1.62
2023,4,Abril,Autos,Sedans médios,7,AUDI/A5,25,1.11
2023,4,Abril,Autos,Sedans médios,8,AUDI/A3 SEDAN,41,1.07
2023,4,Abril,Autos,Sedans médios,9,M.BENZ/CLA45,7,0.34
2023,4,Abril,Autos,Sedans médios,10,BMW/420I,8,0.25
2023,4,Abril,Autos,Sedans médios,11,BMW/218I,4,0.22
2023,4,Abril,Autos,Sedans médios,12,M.BENZ/CLA35,5,0.18
2023,4,Abril,Autos,Sedans médios,13,JAC/E-J7,6,0.14
2023,4,Abril,Autos,Sedans médios,14,KIA/CERATO,0,0.06
2023,4,Abril,Autos,Sedans médios,15,M.BENZ/CLASSE A,4,0.03
2023,4,Abril,Autos,Sedans médios,16,HYUNDAI/IONIQ,0,0.01
2023,4,Abril,Autos,Sedans médios,17,RENAULT/FLUENCE,0,0.01
2023,4,Abril,Autos,Sedans médios,18,TOYOTA/PRIUS,0,0.01
2023,4,Abril,Autos,Sedans médios,19,VW/SANTANA,0,0.01
2023,4,Abril,Autos,Sedans Grandes,1,BMW/320I,336,55.11
2023,4,Abril,Autos,Sedans Grandes,2,BMW/330E,57,12.18
2023,4,Abril,Autos,Sedans Grandes,3,M.BENZ/CLASSE C,31,9.59
2023,4,Abril,Autos,Sedans Grandes,4,AUDI/A4,24,5.77
2023,4,Abril,Autos,Sedans Grandes,5,M.BENZ/CLA250,20,5.36
2023,4,Abril,Autos,Sedans Grandes,6,PORSCHE/PANAMERA,41,4.38
2023,4,Abril,Autos,Sedans Grandes,7,BYD/HAN,6,1.54
2023,4,Abril,Autos,Sedans Grandes,8,BMW/I4,4,1.01
2023,4,Abril,Autos,Sedans Grandes,9,LEXUS/ES300,6,0.9
2023,4,Abril,Autos,Sedans Grandes,10,TOYOTA/CAMRY,1,0.64
2023,4,Abril,Autos,Sedans Grandes,11,BMW/530E,6,0.49
2023,4,Abril,Autos,Sedans Grandes,12,AUDI/E TRON GT,2,0.45
2023,4,Abril,Autos,Sw Médios,1,VW/PARATI,0,66.67
2023,4,Abril,Autos,Sw Médios,2,VW/SPACE FOX,0,33.33
2023,4,Abril,Autos,Sw Grandes,1,AUDI/RS6 AVANT,3,75.0
2023,4,Abril,Autos,Sw Grandes,2,GM/CARAVAN,0,12.5
2023,4,Abril,Autos,Sw Grandes,3,VW/QUANTUM,0,12.5
2023,4,Abril,Autos,Monocab,1,GM/BOLT,0,91.67
2023,4,Abril,Autos,Monocab,2,FIAT/DOBLO,0,8.33
2023,4,Abril,Autos,Grandcab,1,GM/SPIN,1084,99.2
2023,4,Abril,Autos,Grandcab,2,KIA/CARNIVAL,0,0.39
2023,4,Abril,Autos,Grandcab,3,BYD/D1,2,0.25
2023,4,Abril,Autos,Grandcab,4,TOYOTA/SIENNA,0,0.05
2023,4,Abril,Autos,Sports,1,PORSCHE/911,47,31.23
2023,4,Abril,Autos,Sports,2,FORD/MUSTANG,4,15.78
2023,4,Abril,Autos,Sports,3,BMW/M3,20,14.25
2023,4,Abril,Autos,Sports,4,PORSCHE/TAYCAN,25,10.34
2023,4,Abril,Autos,Sports,5,PORSCHE/BOXSTER,45,7.4
2023,4,Abril,Autos,Sports,6,PORSCHE/CAYMAN,18,4.24
2023,4,Abril,Autos,Sports,7,JAGUAR/F-TYPE,6,3.26
2023,4,Abril,Autos,Sports,8,GM/CORVETTE,7,2.18
2023,4,Abril,Autos,Sports,9,GM/CAMARO,5,1.52
2023,4,Abril,Autos,Suv's,1,JEEP/COMPASS,4898,9.46
2023,4,Abril,Autos,Suv's,2,HYUNDAI/CRETA,4660,9.29
2023,4,Abril,Autos,Suv's,3,VW/T CROSS,4592,8.68
2023,4,Abril,Autos,Suv's,4,GM/TRACKER,4078,8.59
2023,4,Abril,Autos,Suv's,5,TOYOTA/COROLLA CROSS,3946,6.66
2023,4,Abril,Autos,Suv's,6,NISSAN/KICKS,3055,6.65
2023,4,Abril,Autos,Suv's,7,JEEP/RENEGADE,3219,6.46
2023,4,Abril,Autos,Suv's,8,FIAT/PULSE,3504,6.27
2023,4,Abril,Autos,Suv's,9,VW/NIVUS,3702,5.92
2023,4,Abril,Autos,Suv's,10,FIAT/FASTBACK,2466,5.17
2023,4,Abril,Autos,Suv's,11,HONDA/HR-V,4688,5.16
2023,4,Abril,Autos,Suv's,12,JEEP/COMMANDER,1835,3.34
2023,4,Abril,Autos,Suv's,13,RENAULT/DUSTER,1377,3.26
2023,4,Abril,Autos,Suv's,14,TOYOTA/HILUX SW4,1113,2.02
2023,4,Abril,Autos,Suv's,15,VW/TAOS,792,1.77
2023,4,Abril,Autos,Suv's,16,CAOA CHERY/TIGGO 8,544,1.09
2023,4,Abril,Autos,Suv's,17,CAOA CHERY/TIGGO 7,418,0.76
2023,4,Abril,Autos,Suv's,18,CAOA CHERY/TIGGO 5X,516,0.73
2023,4,Abril,Autos,Suv's,19,CITROEN/C4 CACTUS,344,0.67
2023,4,Abril,Autos,Suv's,20,VOLVO/XC60,157,0.66
2023,4,Abril,Autos,Suv's,21,GM/EQUINOX,292,0.56
2023,4,Abril,Autos,Suv's,22,MITSUBISHI/ECLIPSE CROSS,206,0.42
2023,4,Abril,Autos,Suv's,23,BMW/X1,367,0.3
2023,4,Abril,Autos,Suv's,24,AUDI/Q5,185,0.28
2023,4,Abril,Autos,Suv's,25,VOLVO/XC40,140,0.27
2023,4,Abril,Autos,Suv's,26,GM/TRAILBLAZER,231,0.27
2023,4,Abril,Autos,Suv's,27,PEUGEOT/2008,138,0.26
2023,4,Abril,Autos,Suv's,28,PORSCHE/MACAN,149,0.26
2023,4,Abril,Autos,Suv's,29,PORSCHE/CAYENNE,145,0.24
2023,4,Abril,Autos,Suv's,30,MITSUBISHI/PAJERO,108,0.24
2023,4,Abril,Autos,Suv's,31,AUDI/Q3,125,0.22
2023,4,Abril,Autos,Suv's,32,LAND ROVER/DISCOVERY,119,0.2
2023,4,Abril,Autos,Suv's,33,BYD/SONG PLUS,39,0.2
2023,4,Abril,Autos,Suv's,34,VOLVO/XC90,123,0.18
2023,4,Abril,Autos,Suv's,35,M.BENZ/CLASSE GLB,81,0.18
2023,4,Abril,Autos,Suv's,36,KIA/STONIC,96,0.17
2023,4,Abril,Autos,Suv's,37,FORD/TERRITORY,8,0.17
2023,4,Abril,Autos,Suv's,38,SUZUKI/JIMNY SIERRA,83,0.16
2023,4,Abril,Autos,Suv's,39,M.BENZ/CLASSE GLA,53,0.16
2023,4,Abril,Autos,Suv's,40,TOYOTA/RAV4,47,0.15
2023,4,Abril,Com. Leves,Pick-up's Pequenas,1,FIAT/STRADA,8047,75.01
2023,4,Abril,Com. Leves,Pick-up's Pequenas,2,VW/SAVEIRO,3152,24.98
2023,4,Abril,Com. Leves,Pick-up's Pequenas,3,GM/MONTANA,2,0.01
2023,4,Abril,Com. Leves,Pick-up's Pequenas,4,PEUGEOT/PARTNER,0,0
2023,4,Abril,Com. Leves,Pick-up's Grandes,1,FIAT/TORO,3812,23.69
2023,4,Abril,Com. Leves,Pick-up's Grandes,2,TOYOTA/HILUX,3199,20.59
2023,4,Abril,Com. Leves,Pick-up's Grandes,3,GM/S10,2752,13.42
2023,4,Abril,Com. Leves,Pick-up's Grandes,4,GM/MONTANA,3085,11.2
2023,4,Abril,Com. Leves,Pick-up's Grandes,5,FORD/RANGER,1361,7.96
2023,4,Abril,Com. Leves,Pick-up's Grandes,6,RENAULT/OROCH,1158,5.66
2023,4,Abril,Com. Leves,Pick-up's Grandes,7,MITSUBISHI/L200,810,4.97
2023,4,Abril,Com. Leves,Pick-up's Grandes,8,VW/AMAROK,716,3.48
2023,4,Abril,Com. Leves,Pick-up's Grandes,9,NISSAN/FRONTIER,452,3.15
2023,4,Abril,Com. Leves,Pick-up's Grandes,10,RAM/3500,550,2.4
2023,4,Abril,Com. Leves,Pick-up's Grandes,11,RAM/CLASSIC,129,1.05
2023,4,Abril,Com. Leves,Furgões,1,RENAULT/MASTER,887,29.82
2023,4,Abril,Com. Leves,Furgões,2,FIAT/SCUDO,307,12.56
2023,4,Abril,Com. Leves,Furgões,3,FORD/TRANSIT,286,11.74
2023,4,Abril,Com. Leves,Furgões,4,KIA/K2500,194,9.54
2023,4,Abril,Com. Leves,Furgões,5,CITROEN/JUMPY,168,8.67
2023,4,Abril,Com. Leves,Furgões,6,VW/MAN/EXPRESS,159,6.56
2023,4,Abril,Com. Leves,Furgões,7,PEUGEOT/EXPERT,76,5.2
2023,4,Abril,Com. Leves,Furgões Pequenos,1,FIAT/FIORINO,1374,93.37
2023,4,Abril,Com. Leves,Furgões Pequenos,2,PEUGEOT/PARTNER,71,5.76
2023,4,Abril,Com. Leves,Furgões Pequenos,3,BYD/T3,8,0.54
2023,4,Abril,Com. Leves,Furgões Pequenos,4,FIAT/STRADA,4,0.29
2023,4,Abril,Caminhões,Semi-Leve,1,M.BENZ/SPRINTER 416,116,42.3
2023,4,Abril,Caminhões,Semi-Leve,2,M.BENZ/SPRINTER 516,5,16.81
2023,4,Abril,Caminhões,Semi-Leve,3,IVECO/DAILY 65-170,53,11.11
2023,4,Abril,Caminhões,Semi-Leve,4,IVECO/DAILY 45-170,37,8.4
2023,4,Abril,Caminhões,Semi-Leve,5,M.BENZ/SPRINTER 417,8,7.9
2023,4,Abril,Caminhões,Semi-Leve,6,VW/MAN/6.160,10,4.46
2023,4,Abril,Caminhões,Semi-Leve,7,IVECO/DAILY 55-170,17,4.29
2023,4,Abril,Caminhões,Semi-Leve,8,M.BENZ/SPRINTER,16,3.44
2023,4,Abril,Caminhões,Semi-Leve,9,VW/MAN/4.160,2,0.45
2023,4,Abril,Caminhões,Semi-Leve,10,IVECO/DAILY 50-170,4,0.34
2023,4,Abril,Caminhões,Leve,1,M.BENZ/ACCELO 1016,213,37.58
2023,4,Abril,Caminhões,Leve,2,VW/MAN/9.170,134,23.96
2023,4,Abril,Caminhões,Leve,3,M.BENZ/ACCELO 815,132,20.73
2023,4,Abril,Caminhões,Leve,4,IVECO/TECTOR 9-190,38,5.12
2023,4,Abril,Caminhões,Leve,5,JAC/IEV1200T,34,4.31
2023,4,Abril,Caminhões,Leve,6,HYUNDAI/HD 80,20,4.08
2023,4,Abril,Caminhões,Leve,7,VW/MAN/9.180,26,1.52
2023,4,Abril,Caminhões,Leve,8,FOTON/AUMARK S 6.5 T,6,0.61
2023,4,Abril,Caminhões,Leve,9,IVECO/DAILY 70C17,5,0.54
2023,4,Abril,Caminhões,Leve,10,VW/MAN/6.170,1,0.47
2023,4,Abril,Caminhões,Médio,1,VW/MAN/11.180,350,49.68
2023,4,Abril,Caminhões,Médio,2,IVECO/TECTOR 11-190,71,13.89
2023,4,Abril,Caminhões,Médio,3,VW/MAN/13.180,57,9.66
2023,4,Abril,Caminhões,Médio,4,M.BENZ/ATEGO 1419,45,8.54
2023,4,Abril,Caminhões,Médio,5,M.BENZ/ACCELO 1316,50,7.59
2023,4,Abril,Caminhões,Médio,6,VW/MAN/14.190,31,5.86
2023,4,Abril,Caminhões,Médio,7,FOTON/AUMARK S 11T,15,1.63
2023,4,Abril,Caminhões,Médio,8,M.BENZ/ACCELO 1017,17,0.88
2023,4,Abril,Caminhões,Médio,9,M.BENZ/1418,10,0.61
2023,4,Abril,Caminhões,Médio,10,VW/MAN/E-DELIVERY,3,0.51
2023,4,Abril,Caminhões,Semi-Pesado,1,VOLVO/VM 270,218,12.38
