ano,mes_num,mes_nome,segmento,tipo_eletrificacao,rank,fabricante,quantidade_mes,participacao_pct
2025,2,Fevereiro,Caminhões,Elétricos,4,TESLA,3,7.14
2025,2,Fevereiro,Caminhões,Elétricos,5,NANJING,1,2.38
2025,2,Fevereiro,Ônibus,Elétricos,1,ANKAI,5,31.25
2025,2,Fevereiro,Ônibus,Elétricos,2,BYD,5,31.25
2025,2,Fevereiro,Ônibus,Elétricos,3,INDUSCAR,1,6.25
2025,2,Fevereiro,Motos,Elétricos,1,VMOTO,753,59.01
2025,2,Fevereiro,Motos,Elétricos,2,GCX,98,7.68
2025,2,Fevereiro,Motos,Elétricos,3,SHANSU,61,4.78
2025,2,Fevereiro,Motos,Elétricos,4,SUPER SOCO,54,4.23
2025,2,Fevereiro,Motos,Elétricos,5,SHINERAY,49,3.84
2025,2,Fevereiro,Motos,Elétricos,6,SHENGQI,46,3.61
2025,2,Fevereiro,Motos,Elétricos,7,WATTS,4,3.45
2025,2,Fevereiro,Motos,Elétricos,8,BULL,20,1.57
2025,2,Fevereiro,Motos,Elétricos,9,AIPAO,12,0.94
2025,2,Fevereiro,Motos,Elétricos,10,LVNENG,12,0.94
2025,2,Fevereiro,Motos,Elétricos,11,ROTOM,1,0.86
2025,2,Fevereiro,Motos,Elétricos,12,SMARDA,1,0.86
2025,2,Fevereiro,Motos,Elétricos,13,FEVER,10,0.78
2025,2,Fevereiro,Motos,Elétricos,14,GREEN SHUTTLE,10,0.78
2025,2,Fevereiro,Motos,Elétricos,15,LEVA,7,0.55
2025,3,Março,Autos,Híbridos,1,BYD,4210,32.7
2025,3,Março,Autos,Elétricos,1,BYD,3728,78.19
2025,3,Março,Autos,Híbridos,2,FIAT,2395,18.6
2025,3,Março,Autos,Elétricos,2,VOLVO,439,9.21
2025,3,Março,Autos,Híbridos,3,GWM,1889,14.67
2025,3,Março,Autos,Elétricos,3,GWM,203,4.26
2025,3,Março,Autos,Híbridos,4,TOYOTA,1699,13.2
2025,3,Março,Autos,Elétricos,4,BMW,85,1.78
2025,3,Março,Autos,Híbridos,5,M.BENZ,560,4.35
2025,3,Março,Autos,Elétricos,5,RENAULT,73,1.53
2025,3,Março,Autos,Híbridos,6,CAOA CHERY,431,3.35
2025,3,Março,Autos,Elétricos,6,PORSCHE,5,1.15
2025,3,Março,Autos,Híbridos,7,HONDA,340,2.64
2025,3,Março,Autos,Elétricos,7,MINI,48,1.01
2025,3,Março,Autos,Híbridos,8,VOLVO,268,2.08
2025,3,Março,Autos,Elétricos,8,JAC,3,0.69
2025,3,Março,Autos,Híbridos,9,BMW,258,2.0
2025,3,Março,Autos,Elétricos,9,ZEEKR,32,0.67
2025,3,Março,Autos,Híbridos,10,PORSCHE,225,1.75
2025,3,Março,Autos,Elétricos,10,M.BENZ,15,0.31
2025,3,Março,Autos,Híbridos,11,LAND ROVER,206,1.6
2025,3,Março,Autos,Elétricos,11,GM,14,0.29
2025,3,Março,Autos,Híbridos,12,AUDI,107,0.83
2025,3,Março,Autos,Elétricos,12,VW,1,0.23
2025,3,Março,Autos,Híbridos,13,KIA,9,0.77
2025,3,Março,Autos,Elétricos,13,NETA,9,0.19
2025,3,Março,Autos,Híbridos,14,LEXUS,89,0.69
2025,3,Março,Autos,Elétricos,14,FORD,6,0.13
2025,3,Março,Autos,Híbridos,15,SUBARU,53,0.41
2025,3,Março,Autos,Elétricos,15,KIA,4,0.08
2025,3,Março,Com. Leves,Elétricos,1,RIDDARA,19,61.29
2025,3,Março,Com. Leves,Elétricos,2,FEVER,6,19.35
2025,3,Março,Com. Leves,Elétricos,3,GMC,2,6.45
2025,3,Março,Com. Leves,Elétricos,1,BYD,122,53.51
2025,3,Março,Com. Leves,Elétricos,4,ARROW,1,3.23
2025,3,Março,Com. Leves,Elétricos,2,FORD,106,46.49
2025,3,Março,Com. Leves,Elétricos,5,HITECH,1,3.23
2025,3,Março,Com. Leves,Elétricos,6,M.BENZ,1,3.23
2025,3,Março,Com. Leves,Elétricos,7,SOKON,1,3.23
2025,3,Março,Caminhões,Elétricos,1,JAC,13,50.0
2025,3,Março,Caminhões,Elétricos,2,VW TRUCK E BUS,7,26.92
2025,3,Março,Caminhões,Elétricos,3,FOTON,3,11.54
2025,3,Março,Caminhões,Elétricos,4,HIGER,1,3.85
2025,3,Março,Caminhões,Elétricos,5,NANJING,1,3.85
2025,3,Março,Caminhões,Elétricos,6,TESLA,1,3.85
2025,3,Março,Ônibus,Elétricos,1,M.BENZ,18,60.0
2025,3,Março,Ônibus,Elétricos,2,HIGER,10,33.33
2025,3,Março,Ônibus,Elétricos,3,BYD,1,3.33
2025,3,Março,Ônibus,Elétricos,4,INDUSCAR,1,3.33
2025,3,Março,Motos,Elétricos,1,VMOTO,646,56.42
2025,3,Março,Motos,Elétricos,2,GCX,117,10.22
2025,3,Março,Motos,Elétricos,3,WATTS,65,5.68
2025,3,Março,Motos,Elétricos,4,SHINERAY,59,5.15
2025,3,Março,Motos,Elétricos,5,SUPER SOCO,53,4.63
2025,3,Março,Motos,Elétricos,6,SHANSU,28,2.45
2025,3,Março,Motos,Elétricos,7,SHENGQI,28,2.45
2025,3,Março,Motos,Elétricos,8,MILETO,17,1.48
2025,3,Março,Motos,Elétricos,9,BULL,10,0.87
2025,3,Março,Motos,Elétricos,10,LUYUAN,10,0.87
2025,3,Março,Motos,Elétricos,11,AIPAO,9,0.79
2025,3,Março,Motos,Elétricos,12,LVNENG,8,0.7
2025,3,Março,Motos,Elétricos,13,SMARDA,7,0.61
2025,3,Março,Motos,Elétricos,14,AIMA,6,0.52
2025,3,Março,Motos,Elétricos,15,CYKLOS,6,0.52
2025,4,Abril,Autos,Híbridos,1,BYD,4738,31.75
2025,4,Abril,Autos,Elétricos,1,BYD,3602,77.0
2025,4,Abril,Autos,Híbridos,2,FIAT,3932,26.35
2025,4,Abril,Autos,Elétricos,2,VOLVO,424,9.06
2025,4,Abril,Autos,Híbridos,3,GWM,2140,14.34
2025,4,Abril,Autos,Elétricos,3,GWM,191,4.08
2025,4,Abril,Autos,Híbridos,4,TOYOTA,1526,10.22
2025,4,Abril,Autos,Elétricos,4,RENAULT,123,2.63
2025,4,Abril,Autos,Híbridos,5,M.BENZ,717,4.8
2025,4,Abril,Autos,Elétricos,5,BMW,73,1.56
2025,4,Abril,Autos,Híbridos,6,CAOA CHERY,382,2.56
2025,4,Abril,Autos,Elétricos,6,JAC,67,1.43
2025,4,Abril,Autos,Híbridos,7,VOLVO,367,2.46
2025,4,Abril,Autos,Elétricos,7,MINI,45,0.96
2025,4,Abril,Autos,Híbridos,8,BMW,241,1.61
2025,4,Abril,Autos,Elétricos,8,ZEEKR,45,0.96
2025,4,Abril,Autos,Híbridos,9,LAND ROVER,195,1.31
2025,4,Abril,Autos,Elétricos,9,PORSCHE,43,0.92
2025,4,Abril,Autos,Híbridos,10,HONDA,170,1.14
2025,4,Abril,Autos,Elétricos,10,M.BENZ,24,0.51
2025,4,Abril,Autos,Híbridos,11,PORSCHE,150,1.01
2025,4,Abril,Autos,Elétricos,11,OMODA,13,0.28
2025,4,Abril,Autos,Híbridos,12,KIA,113,0.76
2025,4,Abril,Autos,Elétricos,12,GM,9,0.19
2025,4,Abril,Autos,Híbridos,13,LEXUS,104,0.7
2025,4,Abril,Autos,Elétricos,13,NETA,6,0.13
2025,4,Abril,Autos,Híbridos,14,AUDI,69,0.46
2025,4,Abril,Autos,Elétricos,14,FORD,3,0.06
2025,4,Abril,Autos,Híbridos,15,JAECOO,35,0.23
2025,4,Abril,Autos,Elétricos,15,AUDI,2,0.04
2025,4,Abril,Com. Leves,Elétricos,1,FEVER,1,52.38
2025,4,Abril,Com. Leves,Elétricos,2,GMC,2,9.52
2025,4,Abril,Com. Leves,Elétricos,3,JAC,2,9.52
2025,4,Abril,Com. Leves,Elétricos,1,BYD,140,70.71
2025,4,Abril,Com. Leves,Elétricos,2,FORD,58,29.29
2025,4,Abril,Com. Leves,Elétricos,6,FIAT,1,4.76
2025,4,Abril,Com. Leves,Elétricos,7,HITECH,1,4.76
2025,4,Abril,Com. Leves,Elétricos,8,SOKON,1,4.76
2025,4,Abril,Caminhões,Elétricos,1,VW TRUCK E BUS,18,52.94
2025,4,Abril,Caminhões,Elétricos,2,JAC,7,20.59
2025,4,Abril,Caminhões,Elétricos,3,TESLA,5,14.71
2025,4,Abril,Caminhões,Elétricos,4,NANJING,4,11.76
2025,4,Abril,Ônibus,Elétricos,1,INDUSCAR,50,55.56
2025,4,Abril,Ônibus,Elétricos,2,M.BENZ,32,35.56
2025,4,Abril,Ônibus,Elétricos,3,ANKAI,4,4.44
2025,4,Abril,Ônibus,Elétricos,4,VW TRUCK E BUS,3,3.33
2025,4,Abril,Ônibus,Elétricos,5,SCANIA,1,1.11
2025,4,Abril,Motos,Elétricos,1,GCX,120,21.09
2025,4,Abril,Motos,Elétricos,2,VMOTO,94,16.52
2025,4,Abril,Motos,Elétricos,3,WATTS,79,13.88
2025,4,Abril,Motos,Elétricos,4,SHINERAY,52,9.14
2025,4,Abril,Motos,Elétricos,5,SUPER SOCO,26,4.57
2025,4,Abril,Motos,Elétricos,6,SHANSU,19,3.34
2025,4,Abril,Motos,Elétricos,7,SHENGQI,19,3.34
2025,4,Abril,Motos,Elétricos,8,LEVA,17,2.99
2025,4,Abril,Motos,Elétricos,9,LVNENG,16,2.81
2025,4,Abril,Motos,Elétricos,10,AIPAO,12,2.11
2025,4,Abril,Motos,Elétricos,11,HORWIN,12,2.11
2025,4,Abril,Motos,Elétricos,12,MILETO,10,1.76
2025,4,Abril,Motos,Elétricos,13,LUYUAN,9,1.58
2025,4,Abril,Motos,Elétricos,14,SMARDA,8,1.41
2025,4,Abril,Motos,Elétricos,15,WUXI,8,1.41
2025,5,Maio,Autos,Híbridos,1,FIAT,4298,28.36
2025,5,Maio,Autos,Elétricos,1,BYD,5591,80.61
2025,5,Maio,Autos,Híbridos,2,BYD,3700,24.41
2025,5,Maio,Autos,Elétricos,2,VOLVO,514,7.41
2025,5,Maio,Autos,Híbridos,3,GWM,3035,20.03
2025,5,Maio,Autos,Elétricos,3,GWM,181,2.61
2025,5,Maio,Autos,Híbridos,4,TOYOTA,1273,8.4
2025,5,Maio,Autos,Elétricos,4,RENAULT,175,2.52
2025,5,Maio,Autos,Híbridos,5,M.BENZ,807,5.32
2025,5,Maio,Autos,Elétricos,5,OMODA,123,1.77
2025,5,Maio,Autos,Híbridos,6,CAOA CHERY,557,3.68
2025,5,Maio,Autos,Elétricos,6,BMW,85,1.23
2025,5,Maio,Autos,Híbridos,7,VOLVO,276,1.82
2025,5,Maio,Autos,Elétricos,7,JAC,59,0.85
2025,5,Maio,Autos,Híbridos,8,JAECOO,275,1.81
2025,5,Maio,Autos,Elétricos,8,MINI,43,0.62
2025,5,Maio,Autos,Híbridos,9,BMW,249,1.64
2025,5,Maio,Autos,Elétricos,9,ZEEKR,40,0.58
2025,5,Maio,Autos,Híbridos,10,LAND ROVER,174,1.15
2025,5,Maio,Autos,Elétricos,10,PORSCHE,39,0.56
2025,5,Maio,Autos,Híbridos,11,PORSCHE,154,1.02
2025,5,Maio,Autos,Elétricos,11,AUDI,26,0.37
2025,5,Maio,Autos,Híbridos,12,HONDA,119,0.79
2025,5,Maio,Autos,Elétricos,12,VW,17,0.25
2025,5,Maio,Autos,Híbridos,13,LEXUS,98,0.65
2025,5,Maio,Autos,Elétricos,13,M.BENZ,14,0.2
2025,5,Maio,Autos,Híbridos,14,KIA,65,0.43
2025,5,Maio,Autos,Elétricos,14,DONGFENG,6,0.09
2025,5,Maio,Autos,Híbridos,15,AUDI,53,0.35
2025,5,Maio,Autos,Elétricos,15,GM,5,0.07
2025,5,Maio,Com. Leves,Elétricos,1,FEVER,6,21.43
2025,5,Maio,Com. Leves,Elétricos,2,FORD,6,21.43
2025,5,Maio,Com. Leves,Elétricos,3,SOKON,6,21.43
2025,5,Maio,Com. Leves,Elétricos,1,BYD,103,68.21
2025,5,Maio,Com. Leves,Elétricos,2,FORD,48,31.79
2025,5,Maio,Com. Leves,Elétricos,6,JAC,2,7.14
2025,5,Maio,Com. Leves,Elétricos,7,RIDDARA,2,7.14
2025,5,Maio,Com. Leves,Elétricos,8,FIAT,1,3.57
2025,5,Maio,Caminhões,Elétricos,1,VW TRUCK E BUS,25,80.65
2025,5,Maio,Caminhões,Elétricos,2,JAC,5,16.13
2025,5,Maio,Caminhões,Elétricos,3,TESLA,1,3.23
2025,5,Maio,Ônibus,Elétricos,1,M.BENZ,20,83.33
2025,5,Maio,Ônibus,Elétricos,2,BYD,1,4.17
2025,5,Maio,Ônibus,Elétricos,3,HIGER,1,4.17
2025,5,Maio,Ônibus,Elétricos,4,VW TRUCK E BUS,1,4.17
2025,5,Maio,Motos,Elétricos,1,VMOTO,222,28.43
2025,5,Maio,Motos,Elétricos,2,GCX,132,16.9
2025,5,Maio,Motos,Elétricos,3,SHINERAY,61,7.81
2025,5,Maio,Motos,Elétricos,4,WATTS,57,7.3
2025,5,Maio,Motos,Elétricos,5,TAILING,46,5.89
2025,5,Maio,Motos,Elétricos,6,SUPER SOCO,40,5.12
2025,5,Maio,Motos,Elétricos,7,SHENGQI,19,2.43
2025,5,Maio,Motos,Elétricos,8,LVNENG,15,1.92
2025,5,Maio,Motos,Elétricos,9,AIPAO,13,1.66
2025,5,Maio,Motos,Elétricos,10,FUSCO,13,1.66
2025,5,Maio,Motos,Elétricos,11,MILETO,13,1.66
2025,5,Maio,Motos,Elétricos,12,SHANSU,13,1.66
2025,5,Maio,Motos,Elétricos,13,LEVA,12,1.54
2025,5,Maio,Motos,Elétricos,14,MOTOCHEFE,12,1.54
2025,5,Maio,Motos,Elétricos,15,AIMA,1,1.41
2025,6,Junho,Autos,Híbridos,1,FIAT,4348,28.48
2025,6,Junho,Autos,Elétricos,1,BYD,4475,76.2
2025,6,Junho,Autos,Híbridos,2,BYD,3602,23.59
2025,6,Junho,Autos,Elétricos,2,VOLVO,464,7.9
2025,6,Junho,Autos,Híbridos,3,GWM,2838,18.59
2025,6,Junho,Autos,Elétricos,3,RENAULT,214,3.64
2025,6,Junho,Autos,Híbridos,4,TOYOTA,1254,8.21
2025,6,Junho,Autos,Elétricos,4,GWM,183,3.12
2025,6,Junho,Autos,Híbridos,5,M.BENZ,788,5.16
2025,6,Junho,Autos,Elétricos,5,BMW,104,1.77
2025,6,Junho,Autos,Híbridos,6,CAOA CHERY,573,3.75
2025,6,Junho,Autos,Elétricos,6,OMODA,9,1.69
2025,6,Junho,Autos,Híbridos,7,JAECOO,381,2.5
2025,6,Junho,Autos,Elétricos,7,JAC,70,1.19
2025,6,Junho,Autos,Híbridos,8,VOLVO,330,2.16
2025,6,Junho,Autos,Elétricos,8,GAC,64,1.09
2025,6,Junho,Autos,Híbridos,9,BMW,268,1.76
2025,6,Junho,Autos,Elétricos,9,MINI,39,0.66
2025,6,Junho,Autos,Híbridos,10,LAND ROVER,205,1.34
2025,6,Junho,Autos,Elétricos,10,ZEEKR,35,0.6
2025,6,Junho,Autos,Híbridos,11,PORSCHE,171,1.12
2025,6,Junho,Autos,Elétricos,11,PORSCHE,31,0.53
2025,6,Junho,Autos,Híbridos,12,MITSUBISHI,128,0.84
2025,6,Junho,Autos,Elétricos,12,AUDI,2,0.37
2025,6,Junho,Autos,Híbridos,13,HONDA,103,0.67
2025,6,Junho,Autos,Elétricos,13,M.BENZ,20,0.34
2025,6,Junho,Autos,Híbridos,14,LEXUS,97,0.64
2025,6,Junho,Autos,Elétricos,14,GM,17,0.29
2025,6,Junho,Autos,Híbridos,15,AUDI,60,0.39
2025,6,Junho,Autos,Elétricos,15,NETA,12,0.2
2025,6,Junho,Com. Leves,Elétricos,1,M.BENZ,31,79.49
2025,6,Junho,Com. Leves,Elétricos,2,FOTON,2,5.13
2025,6,Junho,Com. Leves,Elétricos,1,BYD,86,56.21
2025,6,Junho,Com. Leves,Elétricos,2,FOTON,40,26.14
2025,6,Junho,Com. Leves,Elétricos,3,FORD,27,17.65
2025,6,Junho,Com. Leves,Elétricos,6,RIVIAN,1,2.56
2025,6,Junho,Com. Leves,Elétricos,7,SOKON,1,2.56
2025,6,Junho,Caminhões,Elétricos,1,JAC,28,70.0
2025,6,Junho,Caminhões,Elétricos,2,VW TRUCK E BUS,5,12.5
2025,6,Junho,Caminhões,Elétricos,3,FOTON,2,5.0
2025,6,Junho,Caminhões,Elétricos,4,SANY,2,5.0
2025,6,Junho,Caminhões,Elétricos,5,AGRALE,1,2.5
2025,6,Junho,Caminhões,Elétricos,6,M.BENZ,1,2.5
2025,6,Junho,Caminhões,Elétricos,7,XCMG,1,2.5
2025,6,Junho,Ônibus,Elétricos,1,BYD,19,55.88
2025,6,Junho,Ônibus,Elétricos,2,INDUSCAR,15,44.12
2025,6,Junho,Motos,Elétricos,1,GCX,103,16.8
2025,6,Junho,Motos,Elétricos,2,VMOTO,102,16.64
2025,6,Junho,Motos,Elétricos,3,SUPER SOCO,74,12.07
2025,6,Junho,Motos,Elétricos,4,TAILING,74,12.07
2025,6,Junho,Motos,Elétricos,5,SHINERAY,62,10.11
2025,6,Junho,Motos,Elétricos,6,WATTS,37,6.04
2025,6,Junho,Motos,Elétricos,7,LEVA,21,3.43
2025,6,Junho,Motos,Elétricos,8,SHENGQI,16,2.61
2025,6,Junho,Motos,Elétricos,9,MOTOCHEFE,14,2.28
2025,6,Junho,Motos,Elétricos,10,AIPAO,8,1.31
2025,6,Junho,Motos,Elétricos,11,ROTOM,8,1.31
2025,6,Junho,Motos,Elétricos,12,SHANSU,8,1.31
2025,6,Junho,Motos,Elétricos,13,SMARDA,8,1.31
2025,6,Junho,Motos,Elétricos,14,SOUSA,8,1.31
2025,6,Junho,Motos,Elétricos,15,YAMAHA,7,1.14
2025,7,Julho,Autos,Híbridos,1,FIAT,4690,26.03
2025,7,Julho,Autos,Elétricos,1,BYD,5486,78.9
2025,7,Julho,Autos,Híbridos,2,BYD,4128,22.91
2025,7,Julho,Autos,Elétricos,2,VOLVO,329,4.73
2025,7,Julho,Autos,Híbridos,3,GWM,3741,20.77
2025,7,Julho,Autos,Elétricos,3,GAC,271,3.9
2025,7,Julho,Autos,Híbridos,4,TOYOTA,1352,7.5
2025,7,Julho,Autos,Elétricos,4,GWM,191,2.75
2025,7,Julho,Autos,Híbridos,5,M.BENZ,725,4.02
2025,7,Julho,Autos,Elétricos,5,RENAULT,182,2.62
2025,7,Julho,Autos,Híbridos,6,OMODA JAECOO,620,3.44
2025,7,Julho,Autos,Elétricos,6,OMODA JAECOO,101,1.45
2025,7,Julho,Autos,Híbridos,7,CAOA CHERY,596,3.31
2025,7,Julho,Autos,Elétricos,7,BMW,98,1.41
2025,7,Julho,Autos,Híbridos,8,VOLVO,402,2.23
2025,7,Julho,Autos,Elétricos,8,JAC,72,1.04
2025,7,Julho,Autos,Híbridos,9,GAC,367,2.04
2025,7,Julho,Autos,Elétricos,9,MINI,49,0.7
2025,7,Julho,Autos,Híbridos,10,BMW,261,1.45
2025,7,Julho,Autos,Elétricos,10,PORSCHE,31,0.45
2025,7,Julho,Autos,Híbridos,11,MITSUBISHI,261,1.45
2025,7,Julho,Autos,Elétricos,11,ZEEKR,29,0.42
2025,7,Julho,Autos,Híbridos,12,LAND ROVER,234,1.3
2025,7,Julho,Autos,Elétricos,12,GEELY,28,0.4
2025,7,Julho,Autos,Híbridos,13,PORSCHE,176,0.98
2025,7,Julho,Autos,Elétricos,13,VW,27,0.39
2025,7,Julho,Autos,Híbridos,14,LEXUS,121,0.67
2025,7,Julho,Autos,Elétricos,14,AUDI,18,0.26
2025,7,Julho,Autos,Híbridos,15,KIA,94,0.52
2025,7,Julho,Autos,Elétricos,15,M.BENZ,15,0.22
2025,7,Julho,Com. Leves,Elétricos,1,ARROW,13,44.83
2025,7,Julho,Com. Leves,Elétricos,2,FORD,10,34.48
2025,7,Julho,Com. Leves,Elétricos,1,BYD,76,51.35
2025,7,Julho,Com. Leves,Elétricos,2,FOTON,57,38.51
2025,7,Julho,Com. Leves,Elétricos,3,FORD,15,10.14
2025,7,Julho,Com. Leves,Elétricos,6,FIAT,1,3.45
2025,7,Julho,Com. Leves,Elétricos,7,SOKON,1,3.45
2025,7,Julho,Caminhões,Elétricos,1,JAC,1,40.74
2025,7,Julho,Caminhões,Elétricos,2,VW TRUCK E BUS,10,37.04
2025,7,Julho,Caminhões,Elétricos,3,SANY,2,7.41
2025,7,Julho,Caminhões,Elétricos,4,TESLA,2,7.41
2025,7,Julho,Ônibus,Elétricos,1,M.BENZ,61,38.13
2025,7,Julho,Ônibus,Elétricos,2,INDUSCAR,54,33.75
2025,7,Julho,Ônibus,Elétricos,3,BYD,35,21.88
2025,7,Julho,Ônibus,Elétricos,4,MARCOPOLO,10,6.25
2025,7,Julho,Motos,Elétricos,1,GCX,97,21.75
2025,7,Julho,Motos,Elétricos,2,SUPER SOCO,78,17.49
2025,7,Julho,Motos,Elétricos,3,WATTS,59,13.23
2025,7,Julho,Motos,Elétricos,4,SHINERAY,45,10.09
2025,7,Julho,Motos,Elétricos,5,MOTOCHEFE,25,5.61
2025,7,Julho,Motos,Elétricos,6,LEVA,19,4.26
2025,7,Julho,Motos,Elétricos,7,AIPAO,13,2.91
2025,7,Julho,Motos,Elétricos,8,SHENGQI,1,2.47
2025,7,Julho,Motos,Elétricos,9,SMARDA,9,2.02
2025,7,Julho,Motos,Elétricos,10,LVNENG,8,1.79
2025,7,Julho,Motos,Elétricos,11,SHANSU,8,1.79
2025,7,Julho,Motos,Elétricos,12,AIMA,7,1.57
2025,7,Julho,Motos,Elétricos,13,HORWIN,5,1.12
2025,7,Julho,Motos,Elétricos,14,FUSCO,4,0.9
2025,7,Julho,Motos,Elétricos,15,MILETO,4,0.9
2025,8,Agosto,Autos,Híbridos,1,BYD,4097,23.37
2025,8,Agosto,Autos,Elétricos,1,BYD,5649,74.39
2025,8,Agosto,Autos,Híbridos,2,FIAT,3576,20.4
2025,8,Agosto,Autos,Elétricos,2,VOLVO,375,4.94
2025,8,Agosto,Autos,Híbridos,3,GWM,3405,19.42
2025,8,Agosto,Autos,Elétricos,3,GWM,320,4.21
2025,8,Agosto,Autos,Híbridos,4,TOYOTA,2470,14.09
2025,8,Agosto,Autos,Elétricos,4,GM,317,4.17
2025,8,Agosto,Autos,Híbridos,5,M.BENZ,708,4.04
2025,8,Agosto,Autos,Elétricos,5,GAC,242,3.19
2025,8,Agosto,Autos,Híbridos,6,OMODA JAECOO,635,3.62
2025,8,Agosto,Autos,Elétricos,6,RENAULT,164,2.16
2025,8,Agosto,Autos,Híbridos,7,CAOA CHERY,539,3.07
2025,8,Agosto,Autos,Elétricos,7,GEELY,159,2.09
2025,8,Agosto,Autos,Híbridos,8,VOLVO,437,2.49
2025,8,Agosto,Autos,Elétricos,8,OMODA JAECOO,85,1.12
2025,8,Agosto,Autos,Híbridos,9,BMW,317,1.81
2025,8,Agosto,Autos,Elétricos,9,ZEEKR,60,0.79
2025,8,Agosto,Autos,Híbridos,10,GAC,297,1.69
2025,8,Agosto,Autos,Elétricos,10,BMW,59,0.78
2025,8,Agosto,Autos,Híbridos,11,LAND ROVER,232,1.32
2025,8,Agosto,Autos,Elétricos,11,MINI,4,0.58
2025,8,Agosto,Autos,Híbridos,12,MITSUBISHI,161,0.92
2025,8,Agosto,Autos,Elétricos,12,NETA,28,0.37
2025,8,Agosto,Autos,Híbridos,13,PORSCHE,146,0.83
2025,8,Agosto,Autos,Elétricos,13,PORSCHE,24,0.32
2025,8,Agosto,Autos,Híbridos,14,LEXUS,116,0.66
2025,8,Agosto,Autos,Elétricos,14,NISSAN,23,0.3
2025,8,Agosto,Autos,Híbridos,15,HYUNDAI,106,0.6
2025,8,Agosto,Autos,Elétricos,15,JAC,10,0.13
2025,8,Agosto,Com. Leves,Elétricos,1,ARROW,4,44.44
2025,8,Agosto,Com. Leves,Elétricos,2,FEVER,1,11.11
2025,8,Agosto,Com. Leves,Elétricos,1,FOTON,85,52.8
2025,8,Agosto,Com. Leves,Elétricos,3,IVECO,1,11.11
2025,8,Agosto,Com. Leves,Elétricos,2,BYD,6,40.99
2025,8,Agosto,Com. Leves,Elétricos,4,JAC,1,11.11
2025,8,Agosto,Com. Leves,Elétricos,3,FORD,10,6.21
2025,8,Agosto,Com. Leves,Elétricos,5,M.BENZ,1,11.11
2025,8,Agosto,Com. Leves,Elétricos,6,PEUGEOT,1,11.11
2025,8,Agosto,Caminhões,Elétricos,1,JAC,7,33.33
2025,8,Agosto,Caminhões,Elétricos,2,M.BENZ,4,19.05
2025,8,Agosto,Caminhões,Elétricos,3,TESLA,4,19.05
2025,8,Agosto,Caminhões,Elétricos,4,NANJING,2,9.52
2025,8,Agosto,Caminhões,Elétricos,5,XCMG,2,9.52
2025,8,Agosto,Caminhões,Elétricos,6,VW TRUCK E BUS,1,4.76
2025,8,Agosto,Ônibus,Elétricos,1,INDUSCAR,15,36.59
2025,8,Agosto,Ônibus,Elétricos,2,M.BENZ,12,29.27
2025,8,Agosto,Ônibus,Elétricos,3,BYD,3,7.32
2025,8,Agosto,Motos,Elétricos,1,GCX,112,29.4
2025,8,Agosto,Motos,Elétricos,2,WATTS,51,13.39
2025,8,Agosto,Motos,Elétricos,3,SHINERAY,3,8.66
2025,8,Agosto,Motos,Elétricos,4,AIPAO,2,5.77
2025,8,Agosto,Motos,Elétricos,5,LEVA,20,5.25
2025,8,Agosto,Motos,Elétricos,6,MOTOCHEFE,19,4.99
2025,8,Agosto,Motos,Elétricos,7,SUPER SOCO,14,3.67
2025,8,Agosto,Motos,Elétricos,8,AIMA,12,3.15
2025,8,Agosto,Motos,Elétricos,9,MILETO,1,2.89
2025,8,Agosto,Motos,Elétricos,10,SHENGQI,1,2.89
2025,8,Agosto,Motos,Elétricos,11,LVNENG,10,2.62
2025,8,Agosto,Motos,Elétricos,12,SMARDA,9,2.36
2025,8,Agosto,Motos,Elétricos,13,WIZTEM,5,1.31
2025,8,Agosto,Motos,Elétricos,14,MANGOSTEEN,4,1.05
2025,8,Agosto,Motos,Elétricos,15,WUXI,4,1.05
2025,9,Setembro,Autos,Híbridos,1,BYD,4243,22.38
2025,9,Setembro,Autos,Elétricos,1,BYD,5687,70.88
2025,9,Setembro,Autos,Híbridos,2,FIAT,4011,21.16
2025,9,Setembro,Autos,Elétricos,2,VOLVO,430,5.36
2025,9,Setembro,Autos,Híbridos,3,GWM,3232,17.05
2025,9,Setembro,Autos,Elétricos,3,GWM,429,5.35
2025,9,Setembro,Autos,Híbridos,4,TOYOTA,3036,16.02
2025,9,Setembro,Autos,Elétricos,4,GM,421,5.25
2025,9,Setembro,Autos,Híbridos,5,M.BENZ,833,4.39
2025,9,Setembro,Autos,Elétricos,5,GEELY,196,2.44
2025,9,Setembro,Autos,Híbridos,6,OMODA JAECOO,740,3.9
2025,9,Setembro,Autos,Elétricos,6,GAC,194,2.42
2025,9,Setembro,Autos,Híbridos,7,VOLVO,472,2.49
2025,9,Setembro,Autos,Elétricos,7,OMODA JAECOO,98,1.22
2025,9,Setembro,Autos,Híbridos,8,CAOA CHERY,433,2.28
2025,9,Setembro,Autos,Elétricos,8,ZEEKR,92,1.15
2025,9,Setembro,Autos,Híbridos,9,GAC,374,1.97
2025,9,Setembro,Autos,Elétricos,9,BMW,87,1.08
2025,9,Setembro,Autos,Híbridos,10,PEUGEOT,330,1.74
2025,9,Setembro,Autos,Elétricos,10,NISSAN,7,0.96
2025,9,Setembro,Autos,Híbridos,11,BMW,294,1.55
2025,9,Setembro,Autos,Elétricos,11,RENAULT,74,0.92
2025,9,Setembro,Autos,Híbridos,12,PORSCHE,190,1.0
2025,9,Setembro,Autos,Elétricos,12,JAC,58,0.72
