ano,mes_num,mes_nome,segmento,tipo_venda,rank,fabricante,quantidade_mes,participacao_pct
2023,3,Março,Caminhões,Total,8,JAC,31,0.33
2023,3,Março,Ônibus,Total,8,INDUSCAR,1,0.03
2023,3,Março,Caminhões,Total,9,FOTON,17,0.18
2023,3,Março,Caminhões,Total,10,AGRALE,16,0.17
2023,3,Março,Motos,Total,1,HONDA,104949,71.91
2023,3,Março,Motos,Total,2,YAMAHA,27652,18.95
2023,3,Março,Motos,Total,3,MOTTU,3000,2.06
2023,3,Março,Motos,Total,4,SHINERAY,2187,1.5
2023,3,Março,Motos,Total,5,HAOJUE,1437,0.98
2023,3,Março,Motos,Total,6,BMW,1298,0.89
2023,3,Março,Motos,Total,7,ROYAL ENFIELD,1107,0.76
2023,3,Março,Motos,Total,8,KAWASAKI,762,0.52
2023,3,Março,Motos,Total,9,AVELLOZ,713,0.49
2023,3,Março,Motos,Total,10,TRIUMPH,604,0.41
2023,3,Março,Motos,Total,11,DAFRA,516,0.35
2023,3,Março,Motos,Total,12,VOLTZ,290,0.2
2023,3,Março,Motos,Total,13,BAJAJ,196,0.13
2023,3,Março,Motos,Total,14,H.DAVIDSON,161,0.11
2023,3,Março,Motos,Total,15,SUZUKI,150,0.1
2023,3,Março,Motos,Total,16,DUCATI,121,0.08
2023,3,Março,Motos,Total,17,BULL,86,0.06
2023,3,Março,Motos,Total,18,GCX,75,0.05
2023,3,Março,Motos,Total,19,ROTOM,56,0.04
2023,3,Março,Motos,Total,20,SOUSA,47,0.03
2023,3,Março,Motos,Total,21,TVS,4,0.03
2023,4,Abril,Autos,Total,1,FIAT,19841,16.8
2023,4,Abril,Com. Leves,Total,1,FIAT,13572,40.4
2023,4,Abril,Autos,Total,2,GM,18535,15.69
2023,4,Abril,Com. Leves,Total,2,GM,5841,17.39
2023,4,Abril,Autos,Total,3,VW,17635,14.93
2023,4,Abril,Com. Leves,Total,3,VW,3872,11.53
2023,4,Abril,Autos,Total,4,HYUNDAI,13729,11.62
2023,4,Abril,Com. Leves,Total,4,TOYOTA,3200,9.53
2023,4,Abril,Autos,Total,5,TOYOTA,11078,9.38
2023,4,Abril,Com. Leves,Total,5,RENAULT,2046,6.09
2023,4,Abril,Autos,Total,6,JEEP,9968,8.44
2023,4,Abril,Com. Leves,Total,6,FORD,1831,5.45
2023,4,Abril,Autos,Total,7,HONDA,6553,5.55
2023,4,Abril,Com. Leves,Total,7,RAM,842,2.51
2023,4,Abril,Autos,Total,8,RENAULT,6120,5.18
2023,4,Abril,Com. Leves,Total,8,MITSUBISHI,810,2.41
2023,4,Abril,Autos,Total,9,NISSAN,4142,3.51
2023,4,Abril,Com. Leves,Total,9,NISSAN,452,1.35
2023,4,Abril,Autos,Total,10,CITROEN,2311,1.96
2023,4,Abril,Com. Leves,Total,10,KIA,219,0.65
2023,4,Abril,Autos,Total,11,PEUGEOT,2087,1.77
2023,4,Abril,Com. Leves,Total,11,CITROEN,173,0.51
2023,4,Abril,Autos,Total,12,CAOA CHERY,1563,1.32
2023,4,Abril,Com. Leves,Total,12,PEUGEOT,159,0.47
2023,4,Abril,Autos,Total,13,BMW,1058,0.9
2023,4,Abril,Com. Leves,Total,13,VW/MAN,159,0.47
2023,4,Abril,Autos,Total,14,VOLVO,473,0.4
2023,4,Abril,Com. Leves,Total,14,M.BENZ,154,0.46
2023,4,Abril,Autos,Total,15,PORSCHE,471,0.4
2023,4,Abril,Com. Leves,Total,15,IVECO,137,0.41
2023,4,Abril,Autos,Total,16,AUDI,450,0.38
2023,4,Abril,Com. Leves,Total,16,EFFA,91,0.27
2023,4,Abril,Autos,Total,17,LAND ROVER,426,0.36
2023,4,Abril,Com. Leves,Total,17,JEEP,16,0.05
2023,4,Abril,Autos,Total,18,M.BENZ,326,0.28
2023,4,Abril,Com. Leves,Total,18,BYD,8,0.02
2023,4,Abril,Autos,Total,19,MITSUBISHI,315,0.27
2023,4,Abril,Com. Leves,Total,19,JAC,5,0.01
2023,4,Abril,Autos,Total,20,KIA,224,0.19
2023,4,Abril,Com. Leves,Total,20,GMC,2,0.01
2023,4,Abril,Autos,Total,21,FORD,165,0.14
2023,4,Abril,Com. Leves,Total,21,HYUNDAI,2,0.01
2023,4,Abril,Caminhões,Total,1,VW/MAN,2037,27.93
2023,4,Abril,Ônibus,Total,1,M.BENZ,933,55.9
2023,4,Abril,Caminhões,Total,2,M.BENZ,1846,25.31
2023,4,Abril,Ônibus,Total,2,VW/MAN,304,18.21
2023,4,Abril,Caminhões,Total,3,VOLVO,1317,18.06
2023,4,Abril,Ônibus,Total,3,MARCOPOLO,230,13.78
2023,4,Abril,Caminhões,Total,4,SCANIA,797,10.93
2023,4,Abril,Ônibus,Total,4,VOLVO,91,5.45
2023,4,Abril,Caminhões,Total,5,IVECO,719,9.86
2023,4,Abril,Ônibus,Total,5,IVECO,84,5.03
2023,4,Abril,Caminhões,Total,6,DAF,478,6.55
2023,4,Abril,Ônibus,Total,6,SCANIA,21,1.26
2023,4,Abril,Caminhões,Total,7,JAC,35,0.48
2023,4,Abril,Ônibus,Total,7,AGRALE,4,0.24
2023,4,Abril,Caminhões,Total,8,FOTON,21,0.29
2023,4,Abril,Ônibus,Total,8,LVTONG,2,0.12
2023,4,Abril,Caminhões,Total,9,HYUNDAI,20,0.27
2023,4,Abril,Caminhões,Total,10,AGRALE,6,0.08
2023,4,Abril,Caminhões,Total,11,FORD,4,0.05
2023,4,Abril,Caminhões,Total,12,FNM,2,0.03
2023,4,Abril,Caminhões,Total,13,ENGESA,1,0.01
2023,4,Abril,Caminhões,Total,14,GM,1,0.01
2023,4,Abril,Caminhões,Total,15,NANJING,1,0.01
2023,4,Abril,Motos,Total,1,HONDA,86914,71.88
2023,4,Abril,Motos,Total,2,YAMAHA,22528,18.63
2023,4,Abril,Motos,Total,3,MOTTU,2862,2.37
2023,4,Abril,Motos,Total,4,SHINERAY,1834,1.52
2023,4,Abril,Motos,Total,5,HAOJUE,1213,1.0
2023,4,Abril,Motos,Total,6,BMW,1030,0.85
2023,4,Abril,Motos,Total,7,ROYAL ENFIELD,898,0.74
2023,4,Abril,Motos,Total,8,KAWASAKI,643,0.53
2023,4,Abril,Motos,Total,9,AVELLOZ,637,0.53
2023,4,Abril,Motos,Total,10,TRIUMPH,486,0.4
2023,4,Abril,Motos,Total,11,DAFRA,455,0.38
2023,4,Abril,Motos,Total,12,BAJAJ,257,0.21
2023,4,Abril,Motos,Total,13,H.DAVIDSON,164,0.14
2023,4,Abril,Motos,Total,14,SUZUKI,159,0.13
2023,4,Abril,Motos,Total,15,VOLTZ,159,0.13
2023,4,Abril,Motos,Total,16,DUCATI,94,0.08
2023,4,Abril,Motos,Total,17,GCX,76,0.06
2023,4,Abril,Motos,Total,18,BULL,69,0.06
2023,4,Abril,Motos,Total,19,ZONTES,59,0.05
2023,4,Abril,Motos,Total,20,AMAZON,48,0.04
2023,4,Abril,Motos,Total,21,SOUSA,32,0.03
2023,5,Maio,Autos,Total,1,VW,22695,17.8
2023,5,Maio,Com. Leves,Total,1,FIAT,16136,41.5
2023,5,Maio,Autos,Total,2,GM,20250,15.88
2023,5,Maio,Com. Leves,Total,2,GM,5970,15.36
2023,5,Maio,Autos,Total,3,FIAT,18302,14.36
2023,5,Maio,Com. Leves,Total,3,VW,4690,12.06
2023,5,Maio,Autos,Total,4,TOYOTA,12455,9.77
2023,5,Maio,Com. Leves,Total,4,TOYOTA,3988,10.26
2023,5,Maio,Autos,Total,5,JEEP,11806,9.26
2023,5,Maio,Com. Leves,Total,5,RENAULT,2207,5.68
2023,5,Maio,Autos,Total,6,HYUNDAI,10920,8.57
2023,5,Maio,Com. Leves,Total,6,FORD,2119,5.45
2023,5,Maio,Autos,Total,7,HONDA,6709,5.26
2023,5,Maio,Com. Leves,Total,7,MITSUBISHI,937,2.41
2023,5,Maio,Autos,Total,8,RENAULT,5760,4.52
2023,5,Maio,Com. Leves,Total,8,NISSAN,810,2.08
2023,5,Maio,Autos,Total,9,NISSAN,5530,4.34
2023,5,Maio,Com. Leves,Total,9,RAM,738,1.9
2023,5,Maio,Autos,Total,10,PEUGEOT,2653,2.08
2023,5,Maio,Com. Leves,Total,10,PEUGEOT,281,0.72
2023,5,Maio,Autos,Total,11,CAOA CHERY,1964,1.54
2023,5,Maio,Com. Leves,Total,11,IVECO,237,0.61
2023,5,Maio,Autos,Total,12,CITROEN,1845,1.45
2023,5,Maio,Com. Leves,Total,12,KIA,189,0.49
2023,5,Maio,Autos,Total,13,BMW,1312,1.03
2023,5,Maio,Com. Leves,Total,13,VW/MAN,158,0.41
2023,5,Maio,Autos,Total,14,GWM,960,0.75
2023,5,Maio,Com. Leves,Total,14,M.BENZ,139,0.36
2023,5,Maio,Autos,Total,15,VOLVO,758,0.59
2023,5,Maio,Com. Leves,Total,15,CITROEN,135,0.35
2023,5,Maio,Autos,Total,16,PORSCHE,522,0.41
2023,5,Maio,Com. Leves,Total,16,EFFA,111,0.29
2023,5,Maio,Autos,Total,17,AUDI,459,0.36
2023,5,Maio,Com. Leves,Total,17,HYUNDAI,10,0.03
2023,5,Maio,Autos,Total,18,LAND ROVER,449,0.35
2023,5,Maio,Com. Leves,Total,18,JEEP,8,0.02
2023,5,Maio,Autos,Total,19,BYD,390,0.31
2023,5,Maio,Com. Leves,Total,19,WILLYS,4,0.01
2023,5,Maio,Autos,Total,20,FORD,335,0.26
2023,5,Maio,Com. Leves,Total,20,BYD,3,0.01
2023,5,Maio,Autos,Total,21,M.BENZ,334,0.26
2023,5,Maio,Com. Leves,Total,21,JAC,3,0.01
2023,5,Maio,Caminhões,Total,1,VW/MAN,2202,27.9
2023,5,Maio,Ônibus,Total,1,M.BENZ,1335,59.68
2023,5,Maio,Caminhões,Total,2,M.BENZ,1904,24.12
2023,5,Maio,Ônibus,Total,2,VW/MAN,440,19.67
2023,5,Maio,Caminhões,Total,3,VOLVO,1451,18.38
2023,5,Maio,Ônibus,Total,3,MARCOPOLO,213,9.52
2023,5,Maio,Caminhões,Total,4,IVECO,831,10.53
2023,5,Maio,Ônibus,Total,4,IVECO,151,6.75
2023,5,Maio,Caminhões,Total,5,SCANIA,815,10.33
2023,5,Maio,Ônibus,Total,5,VOLVO,74,3.31
2023,5,Maio,Caminhões,Total,6,DAF,605,7.67
2023,5,Maio,Ônibus,Total,6,SCANIA,20,0.89
2023,5,Maio,Caminhões,Total,7,HYUNDAI,29,0.37
2023,5,Maio,Ônibus,Total,7,AGRALE,3,0.13
2023,5,Maio,Caminhões,Total,8,FOTON,23,0.29
2023,5,Maio,Ônibus,Total,8,INDUSCAR,1,0.04
2023,5,Maio,Caminhões,Total,9,JAC,18,0.23
2023,5,Maio,Caminhões,Total,10,AGRALE,6,0.08
2023,5,Maio,Caminhões,Total,11,NANJING,2,0.03
2023,5,Maio,Caminhões,Total,12,FORD,1,0.01
2023,5,Maio,Motos,Total,1,HONDA,114904,71.18
2023,5,Maio,Motos,Total,2,YAMAHA,31222,19.34
2023,5,Maio,Motos,Total,3,MOTTU,3499,2.17
2023,5,Maio,Motos,Total,4,SHINERAY,2598,1.61
2023,5,Maio,Motos,Total,5,BMW,1548,0.96
2023,5,Maio,Motos,Total,6,HAOJUE,1535,0.95
2023,5,Maio,Motos,Total,7,ROYAL ENFIELD,965,0.6
2023,5,Maio,Motos,Total,8,AVELLOZ,867,0.54
2023,5,Maio,Motos,Total,9,KAWASAKI,746,0.46
2023,5,Maio,Motos,Total,10,TRIUMPH,659,0.41
2023,5,Maio,Motos,Total,11,DAFRA,604,0.37
2023,5,Maio,Motos,Total,12,BAJAJ,421,0.26
2023,5,Maio,Motos,Total,13,VOLTZ,295,0.18
2023,5,Maio,Motos,Total,14,ZONTES,222,0.14
2023,5,Maio,Motos,Total,15,H.DAVIDSON,206,0.13
2023,5,Maio,Motos,Total,16,SUZUKI,205,0.13
2023,5,Maio,Motos,Total,17,DUCATI,126,0.08
2023,5,Maio,Motos,Total,18,GCX,84,0.05
2023,5,Maio,Motos,Total,19,BULL,80,0.05
2023,5,Maio,Motos,Total,20,SOUSA,78,0.05
2023,5,Maio,Motos,Total,21,TRAXX,71,0.04
2023,6,Junho,Autos,Total,1,FIAT,26403,18.59
2023,6,Junho,Com. Leves,Total,1,FIAT,15996,42.46
2023,6,Junho,Autos,Total,2,VW,24503,17.25
2023,6,Junho,Com. Leves,Total,2,GM,5397,14.33
2023,6,Junho,Autos,Total,3,GM,21736,15.31
2023,6,Junho,Com. Leves,Total,3,VW,5269,13.99
2023,6,Junho,Autos,Total,4,HYUNDAI,12432,8.75
2023,6,Junho,Com. Leves,Total,4,TOYOTA,3732,9.91
2023,6,Junho,Autos,Total,5,TOYOTA,11659,8.21
2023,6,Junho,Com. Leves,Total,5,FORD,1881,4.99
2023,6,Junho,Autos,Total,6,JEEP,9783,6.89
2023,6,Junho,Com. Leves,Total,6,RENAULT,1665,4.42
2023,6,Junho,Autos,Total,7,RENAULT,8917,6.28
2023,6,Junho,Com. Leves,Total,7,MITSUBISHI,965,2.56
2023,6,Junho,Autos,Total,8,HONDA,6666,4.69
2023,6,Junho,Com. Leves,Total,8,NISSAN,955,2.53
2023,6,Junho,Autos,Total,9,NISSAN,4781,3.37
2023,6,Junho,Com. Leves,Total,9,RAM,621,1.65
2023,6,Junho,Autos,Total,10,CITROEN,3073,2.16
2023,6,Junho,Com. Leves,Total,10,PEUGEOT,289,0.77
2023,6,Junho,Autos,Total,11,PEUGEOT,2927,2.06
2023,6,Junho,Com. Leves,Total,11,IVECO,256,0.68
2023,6,Junho,Autos,Total,12,CAOA CHERY,2779,1.96
2023,6,Junho,Com. Leves,Total,12,VW/MAN,149,0.4
2023,6,Junho,Autos,Total,13,BMW,1112,0.78
2023,6,Junho,Com. Leves,Total,13,M.BENZ,129,0.34
2023,6,Junho,Autos,Total,14,GWM,969,0.68
2023,6,Junho,Com. Leves,Total,14,EFFA,117,0.31
2023,6,Junho,Autos,Total,15,VOLVO,647,0.46
2023,6,Junho,Com. Leves,Total,15,CITROEN,102,0.27
2023,6,Junho,Autos,Total,16,AUDI,601,0.42
2023,6,Junho,Com. Leves,Total,16,KIA,8,0.23
2023,6,Junho,Autos,Total,17,MITSUBISHI,508,0.36
2023,6,Junho,Com. Leves,Total,17,HYUNDAI,32,0.08
2023,6,Junho,Autos,Total,18,LAND ROVER,467,0.33
2023,6,Junho,Com. Leves,Total,18,JEEP,14,0.04
2023,6,Junho,Autos,Total,19,PORSCHE,443,0.31
2023,6,Junho,Com. Leves,Total,19,JAC,6,0.02
2023,6,Junho,Autos,Total,20,BYD,441,0.31
2023,6,Junho,Com. Leves,Total,20,GMC,4,0.01
2023,6,Junho,Autos,Total,21,M.BENZ,274,0.19
2023,6,Junho,Com. Leves,Total,21,FOTON,3,0.01
2023,6,Junho,Caminhões,Total,1,VW/MAN,1972,25.54
2023,6,Junho,Ônibus,Total,1,M.BENZ,1310,61.94
2023,6,Junho,Caminhões,Total,2,M.BENZ,1681,21.77
2023,6,Junho,Ônibus,Total,2,VW/MAN,346,16.36
2023,6,Junho,Caminhões,Total,3,VOLVO,1561,20.21
2023,6,Junho,Ônibus,Total,3,MARCOPOLO,291,13.76
2023,6,Junho,Caminhões,Total,4,IVECO,924,11.97
2023,6,Junho,Ônibus,Total,4,IVECO,74,3.5
2023,6,Junho,Caminhões,Total,5,SCANIA,864,11.19
2023,6,Junho,Ônibus,Total,5,VOLVO,6,3.12
2023,6,Junho,Caminhões,Total,6,DAF,654,8.47
2023,6,Junho,Ônibus,Total,6,SCANIA,24,1.13
2023,6,Junho,Caminhões,Total,7,HYUNDAI,25,0.32
2023,6,Junho,Ônibus,Total,7,AGRALE,1,0.05
2023,6,Junho,Caminhões,Total,8,FOTON,15,0.19
2023,6,Junho,Ônibus,Total,8,INDUSCAR,1,0.05
2023,6,Junho,Caminhões,Total,9,AGRALE,5,0.06
2023,6,Junho,Caminhões,Total,10,JAC,3,0.04
2023,6,Junho,Caminhões,Total,11,FORD,1,0.01
2023,6,Junho,Caminhões,Total,12,GM,1,0.01
2023,6,Junho,Motos,Total,1,HONDA,101067,72.03
2023,6,Junho,Motos,Total,2,YAMAHA,25351,18.07
2023,6,Junho,Motos,Total,3,MOTTU,3525,2.51
2023,6,Junho,Motos,Total,4,SHINERAY,2657,1.89
2023,6,Junho,Motos,Total,5,HAOJUE,1258,0.9
2023,6,Junho,Motos,Total,6,BMW,1210,0.86
2023,6,Junho,Motos,Total,7,ROYAL ENFIELD,859,0.61
2023,6,Junho,Motos,Total,8,AVELLOZ,738,0.53
2023,6,Junho,Motos,Total,9,TRIUMPH,664,0.47
2023,6,Junho,Motos,Total,10,KAWASAKI,617,0.44
2023,6,Junho,Motos,Total,11,DAFRA,511,0.36
2023,6,Junho,Motos,Total,12,BAJAJ,304,0.22
2023,6,Junho,Motos,Total,13,H.DAVIDSON,209,0.15
2023,6,Junho,Motos,Total,14,SUZUKI,190,0.14
2023,6,Junho,Motos,Total,15,VOLTZ,153,0.11
2023,6,Junho,Motos,Total,16,GCX,106,0.08
2023,6,Junho,Motos,Total,17,DUCATI,9,0.07
2023,6,Junho,Motos,Total,18,ZONTES,98,0.07
2023,6,Junho,Motos,Total,19,BULL,6,0.05
2023,6,Junho,Motos,Total,20,SOUSA,58,0.04
2023,6,Junho,Motos,Total,21,TRAXX,49,0.03
2023,7,Julho,Autos,Total,1,VW,35796,20.25
2023,7,Julho,Com. Leves,Total,1,FIAT,15991,41.04
2023,7,Julho,Autos,Total,2,FIAT,28416,16.08
2023,7,Julho,Com. Leves,Total,2,VW,5806,14.9
2023,7,Julho,Autos,Total,3,GM,24849,14.06
2023,7,Julho,Com. Leves,Total,3,GM,4887,12.54
2023,7,Julho,Autos,Total,4,HYUNDAI,22536,12.75
2023,7,Julho,Com. Leves,Total,4,TOYOTA,4355,11.18
2023,7,Julho,Autos,Total,5,TOYOTA,12898,7.3
2023,7,Julho,Com. Leves,Total,5,RENAULT,2256,5.79
2023,7,Julho,Autos,Total,6,RENAULT,11715,6.63
2023,7,Julho,Com. Leves,Total,6,FORD,1792,4.6
2023,7,Julho,Autos,Total,7,JEEP,11686,6.61
2023,7,Julho,Com. Leves,Total,7,MITSUBISHI,964,2.47
2023,7,Julho,Autos,Total,8,HONDA,6733,3.81
2023,7,Julho,Com. Leves,Total,8,NISSAN,748,1.92
2023,7,Julho,Autos,Total,9,NISSAN,6120,3.46
2023,7,Julho,Com. Leves,Total,9,RAM,736,1.89
2023,7,Julho,Autos,Total,10,PEUGEOT,3335,1.89
2023,7,Julho,Com. Leves,Total,10,PEUGEOT,506,1.3
2023,7,Julho,Autos,Total,11,CITROEN,3257,1.84
2023,7,Julho,Com. Leves,Total,11,IVECO,221,0.57
2023,7,Julho,Autos,Total,12,CAOA CHERY,2744,1.55
2023,7,Julho,Com. Leves,Total,12,KIA,203,0.52
2023,7,Julho,Autos,Total,13,BMW,1199,0.68
2023,7,Julho,Com. Leves,Total,13,VW TRUCK E BUS,139,0.36
2023,7,Julho,Autos,Total,14,GWM,953,0.54
2023,7,Julho,Com. Leves,Total,14,M.BENZ,129,0.33
2023,7,Julho,Autos,Total,15,BYD,796,0.45
2023,7,Julho,Com. Leves,Total,15,EFFA,113,0.29
2023,7,Julho,Autos,Total,16,VOLVO,610,0.35
2023,7,Julho,Com. Leves,Total,16,CITROEN,74,0.19
2023,7,Julho,Autos,Total,17,MITSUBISHI,492,0.28
2023,7,Julho,Com. Leves,Total,17,JEEP,2,0.06
2023,7,Julho,Autos,Total,18,AUDI,488,0.28
2023,7,Julho,Com. Leves,Total,18,HYUNDAI,18,0.05
2023,7,Julho,Autos,Total,19,LAND ROVER,461,0.26
2023,7,Julho,Com. Leves,Total,19,BYD,2,0.01
2023,7,Julho,Autos,Total,20,PORSCHE,407,0.23
2023,7,Julho,Com. Leves,Total,20,GMC,2,0.01
2023,7,Julho,Autos,Total,21,M.BENZ,322,0.18
2023,7,Julho,Com. Leves,Total,21,JAC,2,0.01
2023,7,Julho,Caminhões,Total,1,VW TRUCK E BUS,2160,26.64
2023,7,Julho,Ônibus,Total,1,M.BENZ,1236,69.32
2023,7,Julho,Caminhões,Total,2,M.BENZ,1744,21.51
2023,7,Julho,Ônibus,Total,2,VW TRUCK E BUS,216,12.11
2023,7,Julho,Caminhões,Total,3,VOLVO,1608,19.83
2023,7,Julho,Ônibus,Total,3,MARCOPOLO,168,9.42
2023,7,Julho,Caminhões,Total,4,SCANIA,963,11.88
2023,7,Julho,Ônibus,Total,4,IVECO,79,4.43
2023,7,Julho,Caminhões,Total,5,IVECO,839,10.35
2023,7,Julho,Ônibus,Total,5,SCANIA,52,2.92
2023,7,Julho,Caminhões,Total,6,DAF,728,8.98
2023,7,Julho,Ônibus,Total,6,VOLVO,23,1.29
2023,7,Julho,Caminhões,Total,7,HYUNDAI,28,0.35
2023,7,Julho,Ônibus,Total,7,INDUSCAR,7,0.39
2023,7,Julho,Caminhões,Total,8,FOTON,2,0.27
2023,7,Julho,Ônibus,Total,8,AGRALE,2,0.11
2023,7,Julho,Caminhões,Total,9,JAC,3,0.04
2023,7,Julho,Caminhões,Total,10,AGRALE,1,0.01
2023,7,Julho,Motos,Total,1,HONDA,84503,68.67
2023,7,Julho,Motos,Total,2,YAMAHA,25394,20.64
2023,7,Julho,Motos,Total,3,MOTTU,2851,2.32
2023,7,Julho,Motos,Total,4,SHINERAY,2705,2.2
2023,7,Julho,Motos,Total,5,HAOJUE,1282,1.04
2023,7,Julho,Motos,Total,6,BMW,1169,0.95
2023,7,Julho,Motos,Total,7,ROYAL ENFIELD,889,0.72
2023,7,Julho,Motos,Total,8,AVELLOZ,750,0.61
2023,7,Julho,Motos,Total,9,KAWASAKI,721,0.59
2023,7,Julho,Motos,Total,10,TRIUMPH,590,0.48
2023,7,Julho,Motos,Total,11,DAFRA,462,0.38
2023,7,Julho,Motos,Total,12,BAJAJ,271,0.22
2023,7,Julho,Motos,Total,13,H.DAVIDSON,201,0.16
2023,7,Julho,Motos,Total,14,SUZUKI,171,0.14
2023,7,Julho,Motos,Total,15,GCX,134,0.11
2023,7,Julho,Motos,Total,16,DUCATI,125,0.1
2023,7,Julho,Motos,Total,17,ZONTES,98,0.08
2023,7,Julho,Motos,Total,18,VOLTZ,82,0.07
2023,7,Julho,Motos,Total,19,BULL,62,0.05
2023,7,Julho,Motos,Total,20,TRAXX,51,0.04
2023,7,Julho,Motos,Total,21,DRAGON,40,0.03
2023,8,Agosto,Autos,Total,1,FIAT,25639,16.71
2023,8,Agosto,Com. Leves,Total,1,FIAT,19840,45.71
2023,8,Agosto,Autos,Total,2,GM,24717,16.1
2023,8,Agosto,Com. Leves,Total,2,VW,5150,11.87
2023,8,Agosto,Autos,Total,3,VW,23656,15.41
2023,8,Agosto,Com. Leves,Total,3,GM,4922,11.34
2023,8,Agosto,Autos,Total,4,HYUNDAI,15704,10.23
2023,8,Agosto,Com. Leves,Total,4,TOYOTA,4435,10.22
2023,8,Agosto,Autos,Total,5,TOYOTA,13628,8.88
2023,8,Agosto,Com. Leves,Total,5,RENAULT,2523,5.81
2023,8,Agosto,Autos,Total,6,JEEP,12295,8.01
2023,8,Agosto,Com. Leves,Total,6,FORD,2277,5.25
2023,8,Agosto,Autos,Total,7,HONDA,7429,4.84
2023,8,Agosto,Com. Leves,Total,7,MITSUBISHI,1004,2.31
2023,8,Agosto,Autos,Total,8,RENAULT,7371,4.8
2023,8,Agosto,Com. Leves,Total,8,RAM,987,2.27
2023,8,Agosto,Autos,Total,9,NISSAN,5489,3.58
2023,8,Agosto,Com. Leves,Total,9,NISSAN,803,1.85
2023,8,Agosto,Autos,Total,10,PEUGEOT,3516,2.29
2023,8,Agosto,Com. Leves,Total,10,PEUGEOT,424,0.98
2023,8,Agosto,Autos,Total,11,CAOA CHERY,3151,2.05
2023,8,Agosto,Com. Leves,Total,11,M.BENZ,235,0.54
2023,8,Agosto,Autos,Total,12,CITROEN,2611,1.7
2023,8,Agosto,Com. Leves,Total,12,IVECO,188,0.43
2023,8,Agosto,Autos,Total,13,BMW,1511,0.98
2023,8,Agosto,Com. Leves,Total,13,VW TRUCK E BUS,163,0.38
2023,8,Agosto,Autos,Total,14,BYD,1455,0.95
2023,8,Agosto,Com. Leves,Total,14,CITROEN,140,0.32
2023,8,Agosto,Autos,Total,15,GWM,1452,0.95
2023,8,Agosto,Com. Leves,Total,15,EFFA,139,0.32
2023,8,Agosto,Autos,Total,16,VOLVO,647,0.42
2023,8,Agosto,Com. Leves,Total,16,KIA,111,0.26
2023,8,Agosto,Autos,Total,17,MITSUBISHI,573,0.37
2023,8,Agosto,Com. Leves,Total,17,JEEP,38,0.09
2023,8,Agosto,Autos,Total,18,LAND ROVER,471,0.31
2023,8,Agosto,Com. Leves,Total,18,JAC,1,0.03
2023,8,Agosto,Autos,Total,19,PORSCHE,454,0.3
2023,8,Agosto,Com. Leves,Total,19,HYUNDAI,8,0.02
2023,8,Agosto,Autos,Total,20,AUDI,427,0.28
2023,8,Agosto,Com. Leves,Total,20,FOTON,1,0
2023,8,Agosto,Autos,Total,21,M.BENZ,322,0.21
2023,8,Agosto,Com. Leves,Total,21,RIVIAN,1,0
2023,8,Agosto,Caminhões,Total,1,VW TRUCK E BUS,2265,25.26
2023,8,Agosto,Ônibus,Total,1,M.BENZ,1205,64.4
2023,8,Agosto,Caminhões,Total,2,M.BENZ,2068,23.06
2023,8,Agosto,Ônibus,Total,2,MARCOPOLO,257,13.74
2023,8,Agosto,Caminhões,Total,3,VOLVO,1866,20.81
2023,8,Agosto,Ônibus,Total,3,VW TRUCK E BUS,228,12.19
2023,8,Agosto,Caminhões,Total,4,SCANIA,959,10.69
2023,8,Agosto,Ônibus,Total,4,IVECO,94,5.02
2023,8,Agosto,Caminhões,Total,5,IVECO,886,9.88
2023,8,Agosto,Ônibus,Total,5,SCANIA,47,2.51
2023,8,Agosto,Caminhões,Total,6,DAF,815,9.09
2023,8,Agosto,Ônibus,Total,6,VOLVO,26,1.39
2023,8,Agosto,Caminhões,Total,7,FOTON,30,0.33
2023,8,Agosto,Ônibus,Total,7,INDUSCAR,13,0.69
2023,8,Agosto,Caminhões,Total,8,HYUNDAI,28,0.31
2023,8,Agosto,Ônibus,Total,8,AGRALE,1,0.05
2023,8,Agosto,Caminhões,Total,9,AGRALE,23,0.26
2023,8,Agosto,Caminhões,Total,10,JAC,5,0.06
2023,8,Agosto,Caminhões,Total,11,FORD,1,0.01
2023,8,Agosto,Caminhões,Total,12,GM,1,0.01
2023,8,Agosto,Motos,Total,1,HONDA,102703,71.96
2023,8,Agosto,Motos,Total,2,YAMAHA,27238,19.09
2023,8,Agosto,Motos,Total,3,SHINERAY,3180,2.23
2023,8,Agosto,Motos,Total,4,HAOJUE,1444,1.01
2023,8,Agosto,Motos,Total,5,BMW,1342,0.94
2023,8,Agosto,Motos,Total,6,ROYAL ENFIELD,1067,0.75
2023,8,Agosto,Motos,Total,7,MOTTU,1037,0.73
2023,8,Agosto,Motos,Total,8,AVELLOZ,859,0.6
2023,8,Agosto,Motos,Total,9,KAWASAKI,784,0.55
2023,8,Agosto,Motos,Total,10,TRIUMPH,626,0.44
2023,8,Agosto,Motos,Total,11,DAFRA,505,0.35
2023,8,Agosto,Motos,Total,12,BAJAJ,455,0.32
2023,8,Agosto,Motos,Total,13,SUZUKI,239,0.17
2023,8,Agosto,Motos,Total,14,H.DAVIDSON,157,0.11
2023,8,Agosto,Motos,Total,15,DUCATI,133,0.09
2023,8,Agosto,Motos,Total,16,GCX,118,0.08
2023,8,Agosto,Motos,Total,17,VOLTZ,106,0.07
2023,8,Agosto,Motos,Total,18,ZONTES,76,0.05
